# t C_xx C_xy C_xz C_yx C_yy C_yz C_zx C_zy C_zz 
174.000 3.703888e+01 -1.787247e+01 -1.023042e-02 1.947515e+01 3.398523e+01 -8.047905e-03 1.414263e-02 1.080158e-03 3.203774e+01
175.000 1.194632e+01 -3.680132e+01 -5.683027e-04 4.010480e+01 1.095993e+01 -1.451232e-02 1.579823e-02 2.537346e-03 3.203777e+01
176.000 -2.034408e+01 -3.355483e+01 1.123701e-02 3.656810e+01 -1.866902e+01 -1.141523e-02 1.756600e-02 3.335182e-03 3.203778e+01
177.000 -4.037619e+01 -1.008950e+01 1.707731e-02 1.099632e+01 -3.704897e+01 -2.607676e-05 1.890817e-02 3.553408e-03 3.203775e+01
178.000 -3.607821e+01 1.945617e+01 1.232608e-02 -2.120272e+01 -3.310368e+01 1.240483e-02 1.945172e-02 3.499505e-03 3.203773e+01
179.000 -1.003935e+01 3.727723e+01 -5.121614e-04 -4.062490e+01 -9.209599e+00 1.728279e-02 1.909522e-02 3.701079e-03 3.203775e+01
180.000 2.204825e+01 3.263501e+01 -1.302701e-02 -3.556677e+01 2.023372e+01 1.077152e-02 1.825828e-02 4.582003e-03 3.203777e+01
181.000 4.084976e+01 8.328202e+00 -1.655250e-02 -9.077463e+00 3.748472e+01 -3.212526e-03 1.753891e-02 6.152707e-03 3.203777e+01
182.000 3.503651e+01 -2.099697e+01 -8.225189e-03 2.288197e+01 3.214906e+01 -1.532596e-02 1.730788e-02 8.060233e-03 3.203775e+01
183.000 8.110443e+00 -3.767004e+01 6.677664e-03 4.105372e+01 7.440859e+00 -1.701866e-02 1.747933e-02 9.821921e-03 3.203774e+01
184.000 -2.370340e+01 -3.164291e+01 1.807166e-02 3.448667e+01 -2.175153e+01 -6.699415e-03 1.791964e-02 1.127446e-02 3.203774e+01
185.000 -4.123324e+01 -6.547399e+00 1.796856e-02 7.138080e+00 -3.783612e+01 9.019250e-03 1.846794e-02 1.226568e-02 3.203776e+01
186.000 -3.391634e+01 2.249298e+01 5.897630e-03 -2.451090e+01 -3.112117e+01 1.969942e-02 1.867924e-02 1.291507e-02 3.203779e+01
187.000 -6.162544e+00 3.797992e+01 -1.054896e-02 -4.139025e+01 -5.653982e+00 1.787718e-02 1.843086e-02 1.357251e-02 3.203778e+01
188.000 2.530557e+01 3.058120e+01 -2.047834e-02 -3.332878e+01 2.322059e+01 4.202801e-03 1.791625e-02 1.438402e-02 3.203775e+01
189.000 4.152496e+01 4.753848e+00 -1.694494e-02 -5.183003e+00 3.810248e+01 -1.259300e-02 1.729965e-02 1.533717e-02 3.203775e+01
190.000 3.272142e+01 -2.393790e+01 -1.912657e-03 2.608545e+01 3.002343e+01 -2.131447e-02 1.668914e-02 1.637177e-02 3.203777e+01
191.000 4.201204e+00 -3.820489e+01 1.476210e-02 4.163478e+01 3.853131e+00 -1.592280e-02 1.616337e-02 1.732349e-02 3.203777e+01
192.000 -2.685049e+01 -2.945123e+01 2.190049e-02 3.209629e+01 -2.463890e+01 2.080498e-04 1.559045e-02 1.808812e-02 3.203776e+01
193.000 -4.172317e+01 -2.951002e+00 1.449705e-02 3.216893e+00 -3.828449e+01 1.635858e-02 1.471757e-02 1.864993e-02 3.203774e+01
194.000 -3.145383e+01 2.532778e+01 -2.666181e-03 -2.760160e+01 -2.885998e+01 2.160690e-02 1.347174e-02 1.929520e-02 3.203774e+01
195.000 -2.230308e+00 3.834379e+01 -1.815842e-02 -4.178733e+01 -2.043926e+00 1.233309e-02 1.231578e-02 2.022231e-02 3.203775e+01
196.000 2.833636e+01 2.825385e+01 -2.172176e-02 -3.079219e+01 2.600341e+01 -5.448856e-03 1.150600e-02 2.126645e-02 3.203778e+01
197.000 4.182782e+01 1.139416e+00 -1.096414e-02 -1.242904e+00 3.838172e+01 -2.017866e-02 1.108313e-02 2.225743e-02 3.203779e+01
198.000 3.011503e+01 -2.666184e+01 7.179303e-03 2.905591e+01 2.763270e+01 -2.227018e-02 1.101702e-02 2.287638e-02 3.203775e+01
199.000 2.544497e-01 -3.839715e+01 2.094237e-02 4.184648e+01 2.320137e-01 -1.037348e-02 1.097392e-02 2.284841e-02 3.203773e+01
200.000 -2.975932e+01 -2.699376e+01 2.142072e-02 2.942022e+01 -2.730841e+01 7.697727e-03 1.043492e-02 2.227720e-02 3.203775e+01
201.000 -4.183991e+01 6.755773e-01 8.501253e-03 -7.335985e-01 -3.839264e+01 2.008180e-02 9.199359e-03 2.155579e-02 3.203776e+01
202.000 -2.870910e+01 2.793765e+01 -9.121625e-03 -3.044491e+01 -2.634295e+01 1.882071e-02 7.390519e-03 2.110614e-02 3.203776e+01
203.000 1.721263e+00 3.836580e+01 -1.981371e-02 -4.181130e+01 1.580010e+00 5.029713e-03 5.363109e-03 2.116626e-02 3.203774e+01
204.000 3.111517e+01 2.567538e+01 -1.667846e-02 -2.798282e+01 2.855119e+01 -1.197908e-02 3.489224e-03 2.170567e-02 3.203773e+01
205.000 4.175939e+01 -2.487484e+00 -2.158659e-03 2.708401e+00 3.831732e+01 -2.096843e-02 2.343520e-03 2.256807e-02 3.203773e+01
206.000 2.723933e+01 -2.915127e+01 1.394044e-02 3.176709e+01 2.499295e+01 -1.640192e-02 2.206164e-03 2.314238e-02 3.203775e+01
207.000 -3.693973e+00 -3.824869e+01 2.133834e-02 4.168280e+01 -3.391289e+00 -1.764833e-03 2.582415e-03 2.297011e-02 3.203778e+01
208.000 -3.240134e+01 -2.429919e+01 1.581169e-02 2.648179e+01 -2.973198e+01 1.326027e-02 2.871171e-03 2.201553e-02 3.203777e+01
209.000 -4.158492e+01 4.292753e+00 1.497815e-03 -4.677377e+00 -3.815726e+01 1.926280e-02 2.615748e-03 2.047184e-02 3.203773e+01
210.000 -2.570927e+01 3.029813e+01 -1.213683e-02 -3.301851e+01 -2.358858e+01 1.301736e-02 1.551049e-03 1.879969e-02 3.203774e+01
211.000 5.658218e+00 3.804533e+01 -1.656538e-02 -4.146236e+01 5.194540e+00 -7.431622e-04 -1.473624e-04 1.755591e-02 3.203776e+01
212.000 3.361537e+01 2.286733e+01 -9.652769e-03 -2.492210e+01 3.084717e+01 -1.275991e-02 -1.879099e-03 1.696283e-02 3.203777e+01
213.000 4.131698e+01 -6.089517e+00 3.334382e-03 6.635361e+00 3.791266e+01 -1.554791e-02 -3.122138e-03 1.685676e-02 3.203776e+01
214.000 2.412184e+01 -3.137728e+01 1.365328e-02 3.419515e+01 2.213318e+01 -8.018976e-03 -3.728223e-03 1.675102e-02 3.203774e+01
215.000 -7.609441e+00 -3.775738e+01 1.492507e-02 4.114960e+01 -6.983908e+00 4.199067e-03 -3.868761e-03 1.634458e-02 3.203774e+01
216.000 -3.475531e+01 -2.138430e+01 7.180173e-03 2.330719e+01 -3.189255e+01 1.289797e-02 -3.606272e-03 1.549454e-02 3.203775e+01
217.000 -4.095734e+01 7.874644e+00 -3.785732e-03 -8.579354e+00 -3.758253e+01 1.305751e-02 -3.331721e-03 1.413825e-02 3.203779e+01
218.000 -2.247965e+01 3.238821e+01 -1.090445e-02 -3.529556e+01 -2.062666e+01 5.665186e-03 -3.393682e-03 1.260856e-02 3.203780e+01
219.000 9.544114e+00 3.738601e+01 -1.043838e-02 -4.074395e+01 8.758245e+00 -3.799073e-03 -3.707409e-03 1.119734e-02 3.203777e+01
220.000 3.581755e+01 1.985512e+01 -3.811723e-03 -2.164010e+01 3.286595e+01 -9.377176e-03 -4.057197e-03 9.977698e-03 3.203775e+01
221.000 4.050716e+01 -9.640683e+00 4.005419e-03 1.050404e+01 3.716813e+01 -8.363745e-03 -4.316418e-03 8.932728e-03 3.203776e+01
222.000 2.078794e+01 -3.332665e+01 8.057991e-03 3.631774e+01 1.907315e+01 -2.536139e-03 -4.345662e-03 7.951470e-03 3.203778e+01
223.000 -1.145710e+01 -3.693111e+01 6.586327e-03 4.024726e+01 -1.051447e+01 3.627424e-03 -4.182470e-03 6.880092e-03 3.203778e+01
224.000 -3.679880e+01 -1.828231e+01 1.587128e-03 1.992479e+01 -3.376665e+01 6.275079e-03 -4.039904e-03 5.653946e-03 3.203776e+01
225.000 -3.996640e+01 1.138338e+01 -3.155608e-03 -1.240469e+01 -3.667172e+01 4.497835e-03 -4.172982e-03 4.407379e-03 3.203775e+01
226.000 -1.905018e+01 3.418958e+01 -4.775790e-03 -3.725946e+01 -1.747798e+01 4.369024e-04 -4.340286e-03 3.489908e-03 3.203775e+01
227.000 1.334528e+01 3.639273e+01 -3.193590e-03 -3.966143e+01 1.224805e+01 -2.792989e-03 -4.135187e-03 2.875109e-03 3.203777e+01
228.000 3.769824e+01 1.666655e+01 -5.135599e-04 -1.816440e+01 3.459318e+01 -3.647688e-03 -3.480652e-03 2.421430e-03 3.203780e+01
229.000 3.933543e+01 -1.310213e+01 1.253905e-03 1.427798e+01 3.609393e+01 -2.786437e-03 -2.338865e-03 1.912456e-03 3.203778e+01
230.000 1.726942e+01 -3.497621e+01 1.698901e-03 3.811761e+01 1.584510e+01 -1.766343e-03 -8.770512e-04 1.006930e-03 3.203774e+01
231.000 -1.520359e+01 -3.577333e+01 1.720783e-03 3.898763e+01 -1.395237e+01 -1.390973e-03 4.183887e-04 -3.932117e-04 3.203775e+01
232.000 -3.851431e+01 -1.501333e+01 2.196084e-03 1.636414e+01 -3.534169e+01 -1.216451e-03 1.143935e-03 -1.993798e-03 3.203777e+01
233.000 -3.861700e+01 1.479299e+01 2.952313e-03 -1.611924e+01 -3.543489e+01 -3.194782e-04 1.269726e-03 -3.376176e-03 3.203777e+01
234.000 -1.545033e+01 3.568575e+01 2.856824e-03 -3.888974e+01 -1.417661e+01 1.467339e-03 1.031056e-03 -4.161879e-03 3.203776e+01
235.000 1.702701e+01 3.507547e+01 1.109288e-03 -3.822640e+01 1.562433e+01 2.945961e-03 7.888515e-04 -4.279942e-03 3.203774e+01
236.000 3.924457e+01 1.332860e+01 -1.672571e-03 -1.452783e+01 3.601032e+01 2.517693e-03 9.984596e-04 -3.775818e-03 3.203773e+01
237.000 3.781321e+01 -1.645043e+01 -3.571854e-03 1.792525e+01 3.469597e+01 -3.773249e-04 2.206891e-03 -3.061056e-03 3.203775e+01
238.000 1.359622e+01 -3.631608e+01 -2.498700e-03 3.957586e+01 1.247408e+01 -4.361230e-03 4.213680e-03 -2.762119e-03 3.203778e+01
239.000 -1.881290e+01 -3.429891e+01 1.876943e-03 3.737897e+01 -1.726384e+01 -6.478002e-03 6.393553e-03 -3.084586e-03 3.203779e+01
240.000 -3.988648e+01 -1.161444e+01 7.075767e-03 1.265827e+01 -3.659951e+01 -4.316357e-03 8.211278e-03 -3.956677e-03 3.203775e+01
241.000 -3.692497e+01 1.806931e+01 9.193816e-03 -1.969113e+01 -3.388060e+01 1.644694e-03 9.271753e-03 -5.048997e-03 3.203773e+01
242.000 -1.171242e+01 3.686412e+01 5.899869e-03 -4.017443e+01 -1.074476e+01 7.734382e-03 9.480622e-03 -5.799706e-03 3.203775e+01
243.000 2.055698e+01 3.344474e+01 -1.356854e-03 -3.644895e+01 1.886536e+01 9.507827e-03 9.289602e-03 -5.786114e-03 3.203777e+01
244.000 4.043900e+01 9.872929e+00 -7.930960e-03 -1.076070e+01 3.710778e+01 5.040215e-03 9.294175e-03 -4.997082e-03 3.203777e+01
245.000 3.595377e+01 -1.964807e+01 -9.006866e-03 2.141205e+01 3.299065e+01 -3.227875e-03 9.855971e-03 -3.805755e-03 3.203775e+01
246.000 9.802948e+00 -3.732973e+01 -3.227441e-03 4.068283e+01 8.993738e+00 -9.718772e-03 1.088301e-02 -2.677099e-03 3.203774e+01
247.000 -2.225549e+01 -3.251618e+01 5.932398e-03 3.543827e+01 -2.042314e+01 -9.630642e-03 1.228086e-02 -1.788069e-03 3.203774e+01
248.000 -4.090234e+01 -8.108084e+00 1.228040e-02 8.838802e+00 -3.753271e+01 -2.341435e-03 1.382002e-02 -1.323278e-03 3.203777e+01
249.000 -3.490193e+01 2.118527e+01 1.093061e-02 -2.308588e+01 -3.202570e+01 7.804855e-03 1.501030e-02 -1.122720e-03 3.203780e+01
250.000 -7.870670e+00 3.771325e+01 1.917936e-03 -4.109974e+01 -7.221414e+00 1.388826e-02 1.573649e-02 -8.241637e-04 3.203778e+01
251.000 2.390426e+01 3.151614e+01 -9.200114e-03 -3.434778e+01 2.193481e+01 1.109520e-02 1.618443e-02 -2.696656e-04 3.203775e+01
252.000 4.127478e+01 6.326953e+00 -1.475311e-02 -6.897511e+00 3.787308e+01 5.087620e-04 1.651463e-02 5.560250e-04 3.203775e+01
253.000 3.377317e+01 -2.267454e+01 -1.038379e-02 2.470848e+01 3.098870e+01 -1.108451e-02 1.687209e-02 1.598589e-03 3.203777e+01
254.000 5.921136e+00 -3.801264e+01 1.529503e-03 4.142516e+01 5.431511e+00 -1.566527e-02 1.734650e-02 2.673188e-03 3.203777e+01
255.000 -2.549885e+01 -3.044596e+01 1.313622e-02 3.318033e+01 -2.339851e+01 -9.615334e-03 1.779713e-02 3.650143e-03 3.203776e+01
256.000 -4.155429e+01 -4.533243e+00 1.625094e-02 4.941324e+00 -3.812948e+01 3.402870e-03 1.793937e-02 4.496981e-03 3.203774e+01
257.000 -3.256944e+01 2.411149e+01 8.248488e-03 -2.627587e+01 -2.988364e+01 1.460626e-02 1.771424e-02 5.513476e-03 3.203774e+01
258.000 -3.958190e+00 3.822637e+01 -5.845857e-03 -4.165911e+01 -3.629425e+00 1.610032e-02 1.755816e-02 6.863821e-03 3.203775e+01
259.000 2.703736e+01 2.930617e+01 -1.665290e-02 -3.193879e+01 2.481144e+01 6.277451e-03 1.766605e-02 8.407846e-03 3.203779e+01
260.000 4.174056e+01 2.727406e+00 -1.655156e-02 -2.973368e+00 3.830161e+01 -8.835053e-03 1.809212e-02 9.997427e-03 3.203779e+01
261.000 3.129204e+01 -2.549511e+01 -4.926513e-03 2.778442e+01 2.871263e+01 -1.921480e-02 1.881635e-02 1.130366e-02 3.203775e+01
262.000 1.986480e+00 -3.835464e+01 1.094282e-02 4.180007e+01 1.821150e+00 -1.750263e-02 1.949695e-02 1.205736e-02 3.203774e+01
263.000 -2.851587e+01 -2.810110e+01 2.044698e-02 3.062688e+01 -2.616763e+01 -4.286677e-03 1.963127e-02 1.236815e-02 3.203775e+01
264.000 -4.183436e+01 -9.144254e-01 1.689437e-02 9.990610e-01 -3.838774e+01 1.185934e-02 1.903837e-02 1.260325e-02 3.203776e+01
265.000 -2.994481e+01 2.682310e+01 2.303740e-03 -2.923040e+01 -2.747694e+01 2.005853e-02 1.782806e-02 1.316719e-02 3.203776e+01
266.000 -1.100590e-02 3.839825e+01 -1.367864e-02 -4.184679e+01 -9.498936e-03 1.448790e-02 1.633154e-02 1.426978e-02 3.203774e+01
267.000 2.993016e+01 2.683514e+01 -2.013065e-02 -2.924686e+01 2.746397e+01 -1.424987e-03 1.491733e-02 1.590093e-02 3.203773e+01
268.000 4.183563e+01 -8.993359e-01 -1.245621e-02 9.774765e-01 3.838750e+01 -1.706482e-02 1.419471e-02 1.788143e-02 3.203773e+01
269.000 2.853092e+01 -2.809169e+01 4.474666e-03 3.061223e+01 2.617833e+01 -2.189854e-02 1.437902e-02 1.957544e-02 3.203776e+01
270.000 -1.965299e+00 -3.835629e+01 1.963768e-02 4.179999e+01 -1.804893e+00 -1.249059e-02 1.496283e-02 2.055527e-02 3.203778e+01
271.000 -3.127740e+01 -2.550910e+01 2.300040e-02 2.780041e+01 -2.870056e+01 5.251848e-03 1.536916e-02 2.076776e-02 3.203776e+01
272.000 -4.174293e+01 2.709718e+00 1.213857e-02 -2.952010e+00 -3.830220e+01 1.982016e-02 1.513151e-02 2.039622e-02 3.203773e+01
273.000 -2.705399e+01 2.929583e+01 -5.988157e-03 -3.192593e+01 -2.482246e+01 2.160354e-02 1.397585e-02 1.991787e-02 3.203774e+01
274.000 3.936982e+00 3.822782e+01 -1.948336e-02 -4.166096e+01 3.615163e+00 9.380779e-03 1.211735e-02 1.988807e-02 3.203776e+01
275.000 3.255488e+01 2.412478e+01 -1.946905e-02 -2.629226e+01 2.987404e+01 -8.746503e-03 1.016697e-02 2.050685e-02 3.203776e+01
276.000 4.155630e+01 -4.514811e+00 -6.046771e-03 4.919368e+00 3.813218e+01 -2.078618e-02 8.645752e-03 2.158443e-02 3.203775e+01
277.000 2.551671e+01 -3.043419e+01 1.181110e-02 3.316737e+01 2.341296e+01 -1.877610e-02 7.681500e-03 2.261743e-02 3.203774e+01
278.000 -5.899559e+00 -3.801410e+01 2.222814e-02 4.142929e+01 -5.415150e+00 -4.177976e-03 7.144487e-03 2.331838e-02 3.203773e+01
279.000 -3.376068e+01 -2.268613e+01 1.847777e-02 2.472581e+01 -3.098011e+01 1.319551e-02 6.964467e-03 2.348969e-02 3.203775e+01
280.000 -4.127734e+01 6.312051e+00 3.288145e-03 -6.876557e+00 -3.787634e+01 2.205924e-02 6.687570e-03 2.307976e-02 3.203779e+01
281.000 -2.392149e+01 3.150650e+01 -1.334720e-02 -3.433479e+01 -2.194977e+01 1.698973e-02 5.980018e-03 2.243795e-02 3.203779e+01
282.000 7.849380e+00 3.771644e+01 -2.083048e-02 -4.110418e+01 7.203197e+00 1.617549e-03 4.936275e-03 2.184492e-02 3.203775e+01
283.000 3.489108e+01 2.119843e+01 -1.474229e-02 -2.310419e+01 3.201596e+01 -1.396190e-02 3.766752e-03 2.138928e-02 3.203774e+01
284.000 4.090720e+01 -8.093917e+00 4.932273e-04 8.818207e+00 3.753539e+01 -1.984814e-02 2.628565e-03 2.107283e-02 3.203776e+01
285.000 2.227350e+01 -3.250853e+01 1.470115e-02 3.542603e+01 2.043647e+01 -1.275264e-02 1.705861e-03 2.076294e-02 3.203777e+01
286.000 -9.781234e+00 -3.733471e+01 1.884657e-02 4.068706e+01 -8.976548e+00 2.086940e-03 9.677543e-04 2.028328e-02 3.203777e+01
287.000 -3.594253e+01 -1.966438e+01 1.080212e-02 2.143105e+01 -3.298085e+01 1.471383e-02 1.878192e-04 1.953473e-02 3.203775e+01
288.000 -4.044567e+01 9.855710e+00 -3.596365e-03 -1.073964e+01 -3.711145e+01 1.710351e-02 -8.899232e-04 1.866855e-02 3.203774e+01
289.000 -2.057616e+01 3.343687e+01 -1.468143e-02 -3.643891e+01 -1.887820e+01 8.371297e-03 -1.987932e-03 1.801801e-02 3.203774e+01
290.000 1.169204e+01 3.686861e+01 -1.567867e-02 -4.017981e+01 1.073103e+01 -5.123233e-03 -2.751558e-03 1.754150e-02 3.203777e+01
291.000 3.691400e+01 1.808439e+01 -6.859765e-03 -1.970940e+01 3.387352e+01 -1.460495e-02 -3.110690e-03 1.713299e-02 3.203779e+01
292.000 3.989283e+01 -1.159673e+01 5.426996e-03 1.263745e+01 3.660532e+01 -1.465685e-02 -3.000592e-03 1.657416e-02 3.203777e+01
293.002 1.877289e+01 -3.431785e+01 1.335113e-02 3.740009e+01 1.722454e+01 -6.215417e-03 -2.582901e-03 1.552561e-02 3.203774e+01
294.002 -1.363971e+01 -3.630032e+01 1.254901e-02 3.956184e+01 -1.251756e+01 4.587739e-03 -2.337185e-03 1.391403e-02 3.203775e+01
295.002 -3.783238e+01 -1.640820e+01 4.600784e-03 1.788415e+01 -3.471614e+01 1.082929e-02 -2.621938e-03 1.203010e-02 3.203777e+01
296.002 -3.922799e+01 1.337073e+01 -4.626889e-03 -1.456939e+01 -3.599567e+01 9.234033e-03 -3.457587e-03 1.027787e-02 3.203777e+01
297.002 -1.698603e+01 3.509313e+01 -9.213695e-03 -3.824402e+01 -1.558580e+01 1.873408e-03 -4.611058e-03 9.019888e-03 3.203775e+01
298.002 1.549202e+01 3.566949e+01 -6.912615e-03 -3.887388e+01 1.421591e+01 -5.875376e-03 -5.736505e-03 8.331454e-03 3.203774e+01
299.002 3.863520e+01 1.475121e+01 -1.788662e-04 -1.607833e+01 3.545135e+01 -9.099919e-03 -6.331299e-03 8.188080e-03 3.203773e+01
300.002 3.849663e+01 -1.505645e+01 6.030338e-03 1.640597e+01 3.532329e+01 -6.569076e-03 -5.862181e-03 8.139461e-03 3.203775e+01
301.002 1.516069e+01 -3.579076e+01 8.103844e-03 3.900330e+01 1.390983e+01 -1.009951e-03 -4.579265e-03 7.586102e-03 3.203779e+01
302.002 -1.731020e+01 -3.495889e+01 5.879841e-03 3.809822e+01 -1.588484e+01 3.597179e-03 -3.088523e-03 6.344122e-03 3.203779e+01
303.002 -3.935111e+01 -1.306191e+01 1.853484e-03 1.423584e+01 -3.610819e+01 4.926404e-03 -1.917299e-03 4.487440e-03 3.203775e+01
304.002 -3.767945e+01 1.670660e+01 -1.133112e-03 -1.820582e+01 -3.457289e+01 3.324953e-03 -1.463933e-03 2.373404e-03 3.203774e+01
305.002 -1.330221e+01 3.640730e+01 -1.809515e-03 -3.967632e+01 -1.220354e+01 8.126852e-04 -1.790023e-03 5.891677e-04 3.203776e+01
306.002 1.908985e+01 3.416924e+01 -8.346211e-04 -3.723827e+01 1.751910e+01 -7.332191e-04 -2.408930e-03 -4.560471e-04 3.203777e+01
307.002 3.997869e+01 1.134224e+01 2.565682e-04 -1.236179e+01 3.668533e+01 -9.137884e-04 -2.726883e-03 -7.579995e-04 3.203777e+01
308.002 3.677761e+01 -1.831935e+01 6.262422e-04 1.996405e+01 3.374649e+01 -5.897361e-04 -2.398458e-03 -7.093479e-04 3.203775e+01
309.002 1.141448e+01 -3.694220e+01 6.452765e-04 4.026043e+01 1.047229e+01 -6.388915e-04 -1.511696e-03 -7.436068e-04 3.203774e+01
310.002 -2.082731e+01 -3.330330e+01 1.218058e-03 3.629594e+01 -1.911286e+01 -1.063018e-03 -1.280052e-04 -1.054453e-03 3.203775e+01
311.002 -4.051805e+01 -9.595664e+00 2.622426e-03 1.045981e+01 -3.718027e+01 -8.169538e-04 1.449387e-03 -1.834706e-03 3.203778e+01
312.002 -3.579320e+01 1.989359e+01 3.718476e-03 -2.167835e+01 -3.284365e+01 1.056350e-03 2.713196e-03 -2.871254e-03 3.203780e+01
313.002 -9.500355e+00 3.739585e+01 2.769678e-03 -4.075397e+01 -8.716825e+00 3.884512e-03 3.572498e-03 -3.791136e-03 3.203778e+01
314.002 2.251823e+01 3.236412e+01 -6.765541e-04 -3.527204e+01 2.066309e+01 5.413179e-03 4.215206e-03 -4.421104e-03 3.203775e+01
315.002 4.096747e+01 7.829304e+00 -4.767019e-03 -8.534911e+00 3.759129e+01 3.639929e-03 4.808438e-03 -4.719041e-03 3.203776e+01
316.002 3.472985e+01 -2.142309e+01 -6.433415e-03 2.334454e+01 3.186677e+01 -1.167466e-03 5.537126e-03 -4.741563e-03 3.203777e+01
317.002 7.565336e+00 -3.776630e+01 -3.755112e-03 4.115664e+01 6.940425e+00 -6.152898e-03 6.487339e-03 -4.688194e-03 3.203778e+01
318.002 -2.415799e+01 -3.135318e+01 2.208230e-03 3.416905e+01 -2.216800e+01 -7.634571e-03 7.500199e-03 -4.702694e-03 3.203776e+01
319.002 -4.132474e+01 -6.047256e+00 7.584859e-03 6.591438e+00 -3.791878e+01 -3.916933e-03 8.260572e-03 -4.806109e-03 3.203774e+01
320.002 -3.358947e+01 2.290305e+01 8.357627e-03 -2.495867e+01 -3.081962e+01 3.045302e-03 8.749421e-03 -4.670661e-03 3.203774e+01
321.002 -5.613197e+00 3.805169e+01 3.302845e-03 -4.146847e+01 -5.148082e+00 8.659056e-03 9.379175e-03 -4.166461e-03 3.203776e+01
322.002 2.574462e+01 3.027066e+01 -4.830737e-03 -3.298966e+01 2.362516e+01 8.576868e-03 1.029046e-02 -3.401404e-03 3.203779e+01
323.002 4.158919e+01 4.249932e+00 -1.057951e-02 -4.632484e+00 3.816264e+01 1.911749e-03 1.155457e-02 -2.505745e-03 3.203779e+01
324.002 3.237322e+01 -2.433204e+01 -9.354211e-03 2.651693e+01 2.970460e+01 -7.475031e-03 1.315156e-02 -1.815939e-03 3.203775e+01
325.002 3.648692e+00 -3.825177e+01 -1.078279e-03 4.168787e+01 3.346228e+00 -1.315193e-02 1.471925e-02 -1.584256e-03 3.203774e+01
326.002 -2.727412e+01 -2.912044e+01 9.142844e-03 3.173762e+01 -2.502840e+01 -1.063305e-02 1.576673e-02 -1.680578e-03 3.203776e+01
327.002 -4.176140e+01 -2.441844e+00 1.427888e-02 2.663488e+00 -3.832096e+01 -9.486882e-04 1.612815e-02 -1.746444e-03 3.203777e+01
328.002 -3.108461e+01 2.570801e+01 1.031843e-02 -2.801532e+01 -2.852292e+01 9.672754e-03 1.590519e-02 -1.378542e-03 3.203776e+01
329.002 -1.676690e+00 3.836738e+01 -5.732218e-04 -4.181326e+01 -1.537912e+00 1.379121e-02 1.541242e-02 -3.847559e-04 3.203774e+01
330.002 2.874230e+01 2.790697e+01 -1.110606e-02 -3.041505e+01 2.637413e+01 8.065967e-03 1.502761e-02 1.247308e-03 3.203773e+01
331.002 4.184132e+01 6.292651e-01 -1.385580e-02 -6.885027e-01 3.839293e+01 -4.050074e-03 1.538591e-02 3.305827e-03 3.203774e+01
332.002 2.972677e+01 -2.702739e+01 -6.365809e-03 2.945228e+01 2.727585e+01 -1.451220e-02 1.662728e-02 5.135613e-03 3.203777e+01
333.002 -2.998850e-01 -3.839772e+01 6.960221e-03 4.184511e+01 -2.765465e-01 -1.591343e-02 1.822015e-02 6.340520e-03 3.203779e+01
334.002 -3.014609e+01 -2.663128e+01 1.732288e-02 2.902340e+01 -2.766238e+01 -6.556494e-03 1.959140e-02 6.863906e-03 3.203776e+01
335.002 -4.182738e+01 1.183111e+00 1.731037e-02 -1.288158e+00 -3.837967e+01 7.889076e-03 2.025880e-02 6.899765e-03 3.203773e+01
336.002 -2.830331e+01 2.828467e+01 6.241929e-03 -3.082372e+01 -2.596884e+01 1.777799e-02 1.994684e-02 6.952208e-03 3.203774e+01
337.002 2.275534e+00 3.834149e+01 -8.851066e-03 -4.178458e+01 2.090593e+00 1.606902e-02 1.891136e-02 7.574779e-03 3.203776e+01
338.002 3.148252e+01 2.529490e+01 -1.778393e-02 -2.756725e+01 2.889000e+01 3.436134e-03 1.777102e-02 8.946804e-03 3.203777e+01
339.002 4.171924e+01 -2.993350e+00 -1.418130e-02 3.261368e+00 3.828162e+01 -1.186864e-02 1.704126e-02 1.084459e-02 3.203775e+01
340.002 2.681672e+01 -2.947817e+01 -5.332353e-05 3.212546e+01 2.460570e+01 -1.934666e-02 1.682261e-02 1.274968e-02 3.203774e+01
341.002 -4.245855e+00 -3.819953e+01 1.520910e-02 4.163124e+01 -3.897906e+00 -1.357253e-02 1.700945e-02 1.437531e-02 3.203774e+01
342.002 -3.274970e+01 -2.390131e+01 2.120311e-02 2.604995e+01 -3.005263e+01 1.919847e-03 1.748515e-02 1.548118e-02 3.203776e+01
343.002 -4.151832e+01 4.799275e+00 1.355399e-02 -5.228082e+00 -3.809760e+01 1.702126e-02 1.773665e-02 1.604908e-02 3.203779e+01
344.002 -2.526924e+01 3.060774e+01 -3.108199e-03 -3.335545e+01 -2.318651e+01 2.161347e-02 1.745194e-02 1.644553e-02 3.203778e+01
345.002 6.207105e+00 3.797319e+01 -1.797875e-02 -4.138409e+01 5.696326e+00 1.226567e-02 1.673706e-02 1.694233e-02 3.203775e+01
346.002 3.394380e+01 2.245585e+01 -2.110380e-02 -2.447464e+01 3.114693e+01 -5.210637e-03 1.580122e-02 1.763707e-02 3.203774e+01
347.002 4.122570e+01 -6.593488e+00 -1.015055e-02 7.182918e+00 3.782787e+01 -1.936010e-02 1.483417e-02 1.853175e-02 3.203776e+01
348.002 2.366593e+01 -3.166928e+01 7.760726e-03 3.451134e+01 2.171437e+01 -2.071584e-02 1.404242e-02 1.945752e-02 3.203777e+01
