# t C_xx C_xy C_xz C_yx C_yy C_yz C_zx C_zy C_zz 
359.002 -1.036341e-01 -1.848632e-01 -8.544051e-04 3.100854e-01 -6.176914e-02 -6.399156e-04 7.863782e-04 -1.142848e-03 1.586524e-01
360.002 -1.643365e-01 -1.685049e-01 -6.132538e-04 2.826408e-01 -9.795689e-02 -1.004832e-03 1.248369e-03 -1.169626e-03 1.586516e-01
361.002 -2.177168e-01 -1.454168e-01 -2.775655e-04 2.439064e-01 -1.297804e-01 -1.344102e-03 1.778219e-03 -1.251703e-03 1.586501e-01
362.002 -2.618248e-01 -1.167411e-01 1.382933e-04 1.957975e-01 -1.560765e-01 -1.624431e-03 2.324314e-03 -1.393903e-03 1.586477e-01
363.002 -2.951909e-01 -8.379628e-02 6.061785e-04 1.405261e-01 -1.759711e-01 -1.816247e-03 2.827589e-03 -1.591855e-03 1.586450e-01
364.002 -3.168672e-01 -4.800162e-02 1.099680e-03 8.046935e-02 -1.888989e-01 -1.907432e-03 3.255287e-03 -1.836232e-03 1.586423e-01
365.002 -3.264269e-01 -1.074576e-02 1.592933e-03 1.796035e-02 -1.946028e-01 -1.895791e-03 3.583450e-03 -2.115598e-03 1.586387e-01
366.002 -3.238429e-01 2.662843e-02 2.058556e-03 -4.474350e-02 -1.930672e-01 -1.785822e-03 3.789219e-03 -2.416866e-03 1.586346e-01
367.002 -3.094569e-01 6.279333e-02 2.471934e-03 -1.054131e-01 -1.844973e-01 -1.589981e-03 3.855826e-03 -2.725609e-03 1.586310e-01
368.002 -2.840009e-01 9.647703e-02 2.815029e-03 -1.619183e-01 -1.693307e-01 -1.326154e-03 3.777210e-03 -3.025843e-03 1.586285e-01
369.002 -2.485299e-01 1.265607e-01 3.082528e-03 -2.123831e-01 -1.481943e-01 -1.010407e-03 3.568608e-03 -3.301868e-03 1.586266e-01
370.002 -2.043337e-01 1.520820e-01 3.272072e-03 -2.551917e-01 -1.218549e-01 -6.569172e-04 3.250709e-03 -3.540376e-03 1.586250e-01
371.002 -1.529212e-01 1.722109e-01 3.384664e-03 -2.889510e-01 -9.121151e-02 -2.729483e-04 2.859262e-03 -3.730233e-03 1.586237e-01
372.002 -9.603045e-02 1.862571e-01 3.420770e-03 -3.125027e-01 -5.730108e-02 1.366115e-04 2.433734e-03 -3.866199e-03 1.586231e-01
373.002 -3.560043e-02 1.937054e-01 3.374834e-03 -3.249836e-01 -2.127833e-02 5.574967e-04 1.993474e-03 -3.945182e-03 1.586231e-01
374.002 2.625011e-02 1.942461e-01 3.241946e-03 -3.258722e-01 1.559312e-02 9.795750e-04 1.570985e-03 -3.965118e-03 1.586243e-01
375.002 8.734447e-02 1.878028e-01 3.016769e-03 -3.150431e-01 5.201333e-02 1.397166e-03 1.209940e-03 -3.928885e-03 1.586261e-01
376.002 1.455553e-01 1.745173e-01 2.691976e-03 -2.927389e-01 8.671600e-02 1.797660e-03 9.437548e-04 -3.843377e-03 1.586277e-01
377.002 1.987596e-01 1.547559e-01 2.262716e-03 -2.595742e-01 1.184371e-01 2.160007e-03 7.954487e-04 -3.718988e-03 1.586294e-01
378.002 2.448738e-01 1.291547e-01 1.732522e-03 -2.166122e-01 1.459350e-01 2.456623e-03 7.760943e-04 -3.569280e-03 1.586317e-01
379.002 2.820338e-01 9.860497e-02 1.112293e-03 -1.653476e-01 1.680965e-01 2.659399e-03 8.906823e-04 -3.408214e-03 1.586343e-01
380.002 3.087159e-01 6.418689e-02 4.213768e-04 -1.075960e-01 1.840124e-01 2.742297e-03 1.135895e-03 -3.250244e-03 1.586362e-01
381.002 3.237553e-01 2.714253e-02 -3.109867e-04 -4.544280e-02 1.929887e-01 2.682267e-03 1.498580e-03 -3.108471e-03 1.586370e-01
382.002 3.263887e-01 -1.113908e-02 -1.051200e-03 1.878078e-02 1.945711e-01 2.465183e-03 1.965531e-03 -2.995932e-03 1.586367e-01
383.002 3.163278e-01 -4.916599e-02 -1.750388e-03 8.257232e-02 1.885868e-01 2.089244e-03 2.495777e-03 -2.924534e-03 1.586354e-01
384.002 2.938147e-01 -8.540638e-02 -2.355575e-03 1.433596e-01 1.751804e-01 1.568726e-03 3.037260e-03 -2.898727e-03 1.586334e-01
385.002 2.596457e-01 -1.183682e-01 -2.828745e-03 1.986428e-01 1.548274e-01 9.313275e-04 3.555694e-03 -2.918118e-03 1.586309e-01
386.002 2.150857e-01 -1.467203e-01 -3.142531e-03 2.461916e-01 1.282781e-01 2.150984e-04 4.018203e-03 -2.978992e-03 1.586272e-01
387.002 1.618024e-01 -1.693053e-01 -3.279112e-03 2.840621e-01 9.652436e-02 -5.328950e-04 4.388863e-03 -3.073884e-03 1.586229e-01
388.002 1.018889e-01 -1.851540e-01 -3.235477e-03 3.106270e-01 6.081384e-02 -1.260166e-03 4.634727e-03 -3.191642e-03 1.586192e-01
389.002 3.779939e-02 -1.935674e-01 -3.025413e-03 3.247157e-01 2.261196e-02 -1.916618e-03 4.733286e-03 -3.316986e-03 1.586169e-01
390.002 -2.786547e-02 -1.941794e-01 -2.677272e-03 3.257189e-01 -1.653142e-02 -2.466389e-03 4.683143e-03 -3.432983e-03 1.586157e-01
391.002 -9.248169e-02 -1.869422e-01 -2.226507e-03 3.135585e-01 -5.505321e-02 -2.883049e-03 4.489988e-03 -3.523148e-03 1.586153e-01
392.002 -1.534499e-01 -1.721134e-01 -1.709433e-03 2.886676e-01 -9.140408e-02 -3.156462e-03 4.179797e-03 -3.572153e-03 1.586160e-01
393.002 -2.082688e-01 -1.502626e-01 -1.162263e-03 2.520003e-01 -1.240918e-01 -3.286072e-03 3.783240e-03 -3.570196e-03 1.586179e-01
394.002 -2.546606e-01 -1.222591e-01 -6.237516e-04 2.050174e-01 -1.517586e-01 -3.271350e-03 3.315375e-03 -3.508759e-03 1.586209e-01
395.002 -2.906712e-01 -8.925855e-02 -1.227147e-04 1.496539e-01 -1.732397e-01 -3.125440e-03 2.813601e-03 -3.380743e-03 1.586254e-01
396.002 -3.148199e-01 -5.261526e-02 3.248178e-04 8.818020e-02 -1.876491e-01 -2.869656e-03 2.330754e-03 -3.185464e-03 1.586303e-01
397.002 -3.261270e-01 -1.378568e-02 7.068788e-04 2.304461e-02 -1.944016e-01 -2.522150e-03 1.910790e-03 -2.927922e-03 1.586348e-01
398.002 -3.240880e-01 2.566092e-02 1.012032e-03 -4.311894e-02 -1.931969e-01 -2.098677e-03 1.588076e-03 -2.617914e-03 1.586389e-01
399.002 -3.087541e-01 6.406627e-02 1.227856e-03 -1.075309e-01 -1.840676e-01 -1.616208e-03 1.385569e-03 -2.269433e-03 1.586433e-01
400.002 -2.807814e-01 9.981621e-02 1.346196e-03 -1.674878e-01 -1.674035e-01 -1.092022e-03 1.321841e-03 -1.897876e-03 1.586475e-01
401.002 -2.413491e-01 1.314533e-01 1.361167e-03 -2.205444e-01 -1.439050e-01 -5.446987e-04 1.405761e-03 -1.520598e-03 1.586506e-01
402.002 -1.920868e-01 1.577008e-01 1.266750e-03 -2.645585e-01 -1.145427e-01 4.633552e-06 1.633788e-03 -1.154452e-03 1.586523e-01
403.002 -1.350395e-01 1.774942e-01 1.063365e-03 -2.977442e-01 -8.053579e-02 5.347040e-04 2.000472e-03 -8.169594e-04 1.586528e-01
404.002 -7.259907e-02 1.900389e-01 7.532398e-04 -3.187705e-01 -4.331029e-02 1.011998e-03 2.468732e-03 -5.246829e-04 1.586523e-01
405.002 -7.402684e-03 1.948619e-01 3.475553e-04 -3.268434e-01 -4.437970e-03 1.398554e-03 2.987850e-03 -2.864457e-04 1.586512e-01
406.002 5.781503e-02 1.918451e-01 -1.285563e-04 -3.217653e-01 3.444805e-02 1.669386e-03 3.523356e-03 -1.060815e-04 1.586498e-01
407.002 1.204508e-01 1.812087e-01 -6.419840e-04 -3.039121e-01 7.179560e-02 1.807320e-03 4.039895e-03 1.613061e-05 1.586473e-01
408.002 1.780760e-01 1.634669e-01 -1.153520e-03 -2.741473e-01 1.061581e-01 1.801283e-03 4.496944e-03 8.404473e-05 1.586444e-01
409.002 2.284554e-01 1.394261e-01 -1.619362e-03 -2.338213e-01 1.362029e-01 1.651866e-03 4.855450e-03 1.058096e-04 1.586421e-01
410.002 2.696927e-01 1.101606e-01 -1.997356e-03 -1.847324e-01 1.607969e-01 1.374552e-03 5.085323e-03 9.430653e-05 1.586411e-01
411.002 3.003814e-01 7.690553e-02 -2.256395e-03 -1.289534e-01 1.790994e-01 1.000487e-03 5.175071e-03 6.461314e-05 1.586410e-01
412.002 3.195915e-01 4.098067e-02 -2.374811e-03 -6.869936e-02 1.905558e-01 5.674441e-04 5.119526e-03 3.208771e-05 1.586415e-01
413.002 3.268354e-01 3.757494e-03 -2.348006e-03 -6.270052e-03 1.948759e-01 1.173564e-04 4.931929e-03 1.161953e-05 1.586428e-01
414.002 3.220665e-01 -3.337730e-02 -2.182391e-03 5.601140e-02 1.920325e-01 -3.084089e-04 4.629026e-03 1.425710e-05 1.586447e-01
415.002 3.056742e-01 -6.908169e-02 -1.886968e-03 1.158935e-01 1.822582e-01 -6.724878e-04 4.216762e-03 5.112794e-05 1.586474e-01
416.002 2.784581e-01 -1.020962e-01 -1.488343e-03 1.712650e-01 1.660324e-01 -9.462650e-04 3.724853e-03 1.325356e-04 1.586507e-01
417.002 2.415452e-01 -1.313265e-01 -1.024084e-03 2.202940e-01 1.440267e-01 -1.114254e-03 3.198347e-03 2.636248e-04 1.586535e-01
418.002 1.962751e-01 -1.558592e-01 -5.285348e-04 2.614458e-01 1.170377e-01 -1.171715e-03 2.677005e-03 4.450209e-04 1.586552e-01
419.002 1.442071e-01 -1.749118e-01 -3.141818e-05 2.934044e-01 8.599529e-02 -1.122137e-03 2.196003e-03 6.736863e-04 1.586559e-01
420.002 8.714253e-02 -1.878494e-01 4.424433e-04 3.151022e-01 5.197604e-02 -9.743220e-04 1.784944e-03 9.431661e-04 1.586563e-01
421.002 2.701428e-02 -1.942373e-01 8.734762e-04 3.258122e-01 1.613288e-02 -7.449603e-04 1.474811e-03 1.245051e-03 1.586560e-01
422.002 -3.421798e-02 -1.938367e-01 1.249013e-03 3.251356e-01 -2.036784e-02 -4.515010e-04 1.288536e-03 1.567928e-03 1.586545e-01
423.002 -9.455663e-02 -1.865811e-01 1.563039e-03 3.129606e-01 -5.633653e-02 -1.091660e-04 1.240945e-03 1.899441e-03 1.586518e-01
424.002 -1.519440e-01 -1.725865e-01 1.813247e-03 2.894811e-01 -9.054766e-02 2.656681e-04 1.345362e-03 2.224100e-03 1.586483e-01
425.002 -2.042998e-01 -1.521772e-01 1.992114e-03 2.552421e-01 -1.217606e-01 6.694629e-04 1.580527e-03 2.524712e-03 1.586444e-01
426.002 -2.495717e-01 -1.259156e-01 2.088183e-03 2.111873e-01 -1.487535e-01 1.100170e-03 1.912361e-03 2.789035e-03 1.586405e-01
427.002 -2.858367e-01 -9.461876e-02 2.093621e-03 1.586840e-01 -1.703785e-01 1.544066e-03 2.319759e-03 3.006688e-03 1.586370e-01
428.002 -3.114395e-01 -5.929816e-02 1.999233e-03 9.943310e-02 -1.856461e-01 1.984236e-03 2.772433e-03 3.168802e-03 1.586329e-01
429.002 -3.249961e-01 -2.116743e-02 1.794005e-03 3.547374e-02 -1.937317e-01 2.400304e-03 3.228609e-03 3.270208e-03 1.586288e-01
430.002 -3.254756e-01 1.831140e-02 1.471426e-03 -3.074135e-02 -1.940220e-01 2.763927e-03 3.643570e-03 3.310188e-03 1.586257e-01
431.002 -3.123787e-01 5.746737e-02 1.036129e-03 -9.641509e-02 -1.862198e-01 3.040764e-03 3.977476e-03 3.293515e-03 1.586242e-01
432.002 -2.858415e-01 9.457002e-02 5.098841e-04 -1.586466e-01 -1.704042e-01 3.197074e-03 4.205012e-03 3.229325e-03 1.586237e-01
433.002 -2.466380e-01 1.279158e-01 -7.644763e-05 -2.145778e-01 -1.470354e-01 3.203775e-03 4.303571e-03 3.130114e-03 1.586241e-01
434.002 -1.961997e-01 1.558889e-01 -6.785152e-04 -2.614979e-01 -1.169668e-01 3.045553e-03 4.270063e-03 3.011274e-03 1.586252e-01
435.002 -1.366234e-01 1.770572e-01 -1.246260e-03 -2.970049e-01 -8.144989e-02 2.720095e-03 4.107699e-03 2.886418e-03 1.586273e-01
436.002 -7.059427e-02 1.902967e-01 -1.733751e-03 -3.192136e-01 -4.208514e-02 2.232793e-03 3.809681e-03 2.771103e-03 1.586302e-01
437.002 -1.257102e-03 1.948954e-01 -2.096259e-03 -3.269263e-01 -7.491578e-04 1.613393e-03 3.397937e-03 2.681827e-03 1.586338e-01
438.002 6.807103e-02 1.906270e-01 -2.300327e-03 -3.197663e-01 4.057868e-02 9.112405e-04 2.914559e-03 2.629673e-03 1.586370e-01
439.002 1.341496e-01 1.777361e-01 -2.331209e-03 -2.981463e-01 7.996910e-02 1.791559e-04 2.399262e-03 2.620243e-03 1.586389e-01
440.002 1.939063e-01 1.569181e-01 -2.192009e-03 -2.632307e-01 1.155919e-01 -5.306877e-04 1.890385e-03 2.653881e-03 1.586400e-01
441.002 2.446175e-01 1.293065e-01 -1.901300e-03 -2.169152e-01 1.458231e-01 -1.171534e-03 1.422680e-03 2.725644e-03 1.586408e-01
442.002 2.841808e-01 9.635993e-02 -1.493628e-03 -1.616474e-01 1.694074e-01 -1.705228e-03 1.032255e-03 2.827115e-03 1.586412e-01
443.002 3.112147e-01 5.970955e-02 -1.011410e-03 -1.001663e-01 1.855211e-01 -2.108880e-03 7.475689e-04 2.945919e-03 1.586407e-01
444.002 3.250219e-01 2.106043e-02 -4.995930e-04 -3.533325e-02 1.937493e-01 -2.376468e-03 5.900452e-04 3.068021e-03 1.586395e-01
445.002 3.255568e-01 -1.788802e-02 -2.841515e-06 3.000117e-02 1.940656e-01 -2.515427e-03 5.774760e-04 3.176262e-03 1.586384e-01
446.002 3.133828e-01 -5.553724e-02 4.528696e-04 9.315613e-02 1.868053e-01 -2.543940e-03 6.947476e-04 3.253956e-03 1.586375e-01
447.002 2.895855e-01 -9.046237e-02 8.520209e-04 1.517406e-01 1.726175e-01 -2.485090e-03 9.176494e-04 3.289921e-03 1.586374e-01
448.002 2.556445e-01 -1.214868e-01 1.180790e-03 2.037844e-01 1.523851e-01 -2.364710e-03 1.231229e-03 3.275655e-03 1.586381e-01
449.002 2.132359e-01 -1.477321e-01 1.436162e-03 2.478136e-01 1.271043e-01 -2.206575e-03 1.612381e-03 3.205479e-03 1.586386e-01
450.002 1.641390e-01 -1.685488e-01 1.624049e-03 2.827352e-01 9.783555e-02 -2.028102e-03 2.029138e-03 3.076747e-03 1.586390e-01
451.002 1.102286e-01 -1.834803e-01 1.752990e-03 3.077801e-01 6.569832e-02 -1.839254e-03 2.444523e-03 2.889876e-03 1.586401e-01
452.002 5.338809e-02 -1.922763e-01 1.830962e-03 3.225295e-01 3.181779e-02 -1.645482e-03 2.823408e-03 2.649789e-03 1.586420e-01
453.002 -4.628213e-03 -1.948749e-01 1.863365e-03 3.268815e-01 -2.761843e-03 -1.452307e-03 3.140658e-03 2.364110e-03 1.586440e-01
454.002 -6.219437e-02 -1.913391e-01 1.854511e-03 3.209418e-01 -3.707298e-02 -1.260813e-03 3.371238e-03 2.042550e-03 1.586457e-01
455.002 -1.177492e-01 -1.818243e-01 1.808162e-03 3.049702e-01 -7.018637e-02 -1.077286e-03 3.506290e-03 1.696128e-03 1.586472e-01
456.002 -1.697556e-01 -1.665794e-01 1.725548e-03 2.793837e-01 -1.011857e-01 -9.059502e-04 3.534275e-03 1.334228e-03 1.586489e-01
457.002 -2.166979e-01 -1.459571e-01 1.603926e-03 2.447761e-01 -1.291692e-01 -7.444107e-04 3.431615e-03 9.697519e-04 1.586508e-01
458.002 -2.570678e-01 -1.204455e-01 1.447283e-03 2.019644e-01 -1.532384e-01 -6.009668e-04 3.203475e-03 6.181697e-04 1.586531e-01
459.002 -2.894461e-01 -9.065393e-02 1.267151e-03 1.519719e-01 -1.725450e-01 -4.879823e-04 2.873468e-03 2.927637e-04 1.586551e-01
460.002 -3.125046e-01 -5.730226e-02 1.076624e-03 9.601350e-02 -1.862973e-01 -4.112599e-04 2.464049e-03 5.252253e-06 1.586560e-01
461.002 -3.249811e-01 -2.130258e-02 8.899720e-04 3.562205e-02 -1.937433e-01 -3.709769e-04 2.000774e-03 -2.341320e-04 1.586565e-01
462.002 -3.257932e-01 1.617675e-02 7.208803e-04 -2.724434e-02 -1.942393e-01 -3.624528e-04 1.513245e-03 -4.178704e-04 1.586571e-01
463.002 -3.142169e-01 5.376403e-02 5.850573e-04 -9.028764e-02 -1.873512e-01 -3.745795e-04 1.041699e-03 -5.414041e-04 1.586575e-01
464.002 -2.899769e-01 8.996023e-02 4.925209e-04 -1.509927e-01 -1.729119e-01 -3.900871e-04 6.254956e-04 -6.052086e-04 1.586573e-01
465.002 -2.533247e-01 1.231642e-01 4.441913e-04 -2.066738e-01 -1.510700e-01 -3.866001e-04 3.025511e-04 -6.135123e-04 1.586566e-01
466.002 -2.051543e-01 1.517243e-01 4.345069e-04 -2.545611e-01 -1.223580e-01 -3.391429e-04 1.142439e-04 -5.775295e-04 1.586558e-01
467.002 -1.470854e-01 1.740499e-01 4.414166e-04 -2.919894e-01 -8.774097e-02 -2.360100e-04 7.030129e-05 -5.148846e-04 1.586552e-01
468.002 -8.148278e-02 1.887521e-01 4.367181e-04 -3.166285e-01 -4.862845e-02 -7.607733e-05 1.675774e-04 -4.426703e-04 1.586550e-01
469.002 -1.135920e-02 1.947973e-01 3.958108e-04 -3.267468e-01 -6.819603e-03 1.386380e-04 4.090280e-04 -3.798306e-04 1.586551e-01
470.002 5.990338e-02 1.916251e-01 2.958014e-04 -3.214107e-01 3.566996e-02 3.941757e-04 7.812222e-04 -3.455302e-04 1.586545e-01
471.002 1.287196e-01 1.791893e-01 1.203774e-04 -3.005426e-01 7.670404e-02 6.642859e-04 1.253768e-03 -3.563557e-04 1.586531e-01
472.002 1.914655e-01 1.580137e-01 -1.335918e-04 -2.650182e-01 1.141223e-01 9.165130e-04 1.784155e-03 -4.251345e-04 1.586516e-01
473.002 2.448232e-01 1.292009e-01 -4.556734e-04 -2.166837e-01 1.459432e-01 1.119645e-03 2.324120e-03 -5.577719e-04 1.586501e-01
474.002 2.861383e-01 9.430601e-02 -8.269360e-04 -1.581497e-01 1.705828e-01 1.251536e-03 2.830353e-03 -7.530283e-04 1.586481e-01
475.002 3.135592e-01 5.519212e-02 -1.220131e-03 -9.254240e-02 1.869369e-01 1.297506e-03 3.259359e-03 -1.003127e-03 1.586453e-01
476.002 3.260961e-01 1.390336e-02 -1.610146e-03 -2.328989e-02 1.944156e-01 1.255058e-03 3.584594e-03 -1.295567e-03 1.586422e-01
477.002 3.236547e-01 -2.747689e-02 -1.969257e-03 4.611613e-02 1.929628e-01 1.131844e-03 3.778379e-03 -1.616309e-03 1.586393e-01
478.002 3.069981e-01 -6.698543e-02 -2.267587e-03 1.123819e-01 1.830335e-01 9.447341e-04 3.808661e-03 -1.945827e-03 1.586370e-01
479.002 2.776218e-01 -1.029061e-01 -2.493609e-03 1.726318e-01 1.655215e-01 7.156884e-04 3.675827e-03 -2.262852e-03 1.586359e-01
480.002 2.375197e-01 -1.339062e-01 -2.649685e-03 2.246335e-01 1.416140e-01 4.641764e-04 3.401367e-03 -2.549665e-03 1.586351e-01
481.002 1.889451e-01 -1.590372e-01 -2.741755e-03 2.667925e-01 1.126530e-01 2.057099e-04 3.011197e-03 -2.793285e-03 1.586343e-01
482.002 1.343050e-01 -1.776792e-01 -2.778072e-03 2.980659e-01 8.007518e-02 -4.876178e-05 2.535357e-03 -2.985263e-03 1.586340e-01
483.002 7.604057e-02 -1.895394e-01 -2.767279e-03 3.179615e-01 4.533956e-02 -2.930711e-04 2.006755e-03 -3.120939e-03 1.586348e-01
484.002 1.640620e-02 -1.946388e-01 -2.716777e-03 3.265160e-01 9.790393e-03 -5.322905e-04 1.470701e-03 -3.198981e-03 1.586360e-01
485.002 -4.263286e-02 -1.932207e-01 -2.627678e-03 3.241374e-01 -2.540219e-02 -7.745690e-04 9.714748e-04 -3.222941e-03 1.586370e-01
486.002 -9.936731e-02 -1.856668e-01 -2.492293e-03 3.114641e-01 -5.921993e-02 -1.028663e-03 5.545003e-04 -3.199146e-03 1.586379e-01
487.002 -1.522967e-01 -1.724534e-01 -2.296355e-03 2.892923e-01 -9.076881e-02 -1.300901e-03 2.640173e-04 -3.138846e-03 1.586389e-01
488.002 -2.001157e-01 -1.541224e-01 -2.027589e-03 2.585314e-01 -1.192714e-01 -1.578509e-03 1.108030e-04 -3.054584e-03 1.586401e-01
489.002 -2.416668e-01 -1.312721e-01 -1.675912e-03 2.201837e-01 -1.440402e-01 -1.841293e-03 9.933271e-05 -2.956529e-03 1.586418e-01
490.002 -2.759435e-01 -1.045418e-01 -1.232313e-03 1.753192e-01 -1.644745e-01 -2.069341e-03 2.410208e-04 -2.855719e-03 1.586437e-01
491.002 -3.020834e-01 -7.456478e-02 -6.965322e-04 1.250076e-01 -1.800598e-01 -2.235720e-03 5.329424e-04 -2.763287e-03 1.586447e-01
492.002 -3.192587e-01 -4.202251e-02 -8.190644e-05 7.039590e-02 -1.903049e-01 -2.309190e-03 9.566855e-04 -2.690109e-03 1.586446e-01
493.002 -3.266731e-01 -7.727388e-03 5.837285e-04 1.284956e-02 -1.947374e-01 -2.262127e-03 1.481336e-03 -2.646828e-03 1.586441e-01
494.002 -3.236654e-01 2.735756e-02 1.262348e-03 -4.601801e-02 -1.929626e-01 -2.076064e-03 2.069358e-03 -2.641709e-03 1.586429e-01
495.002 -3.097876e-01 6.217212e-02 1.913787e-03 -1.044260e-01 -1.847106e-01 -1.744423e-03 2.684596e-03 -2.680375e-03 1.586403e-01
496.002 -2.848438e-01 9.555191e-02 2.493078e-03 -1.604183e-01 -1.698623e-01 -1.273820e-03 3.283558e-03 -2.765061e-03 1.586362e-01
497.002 -2.489826e-01 1.262118e-01 2.961873e-03 -2.118377e-01 -1.485043e-01 -6.814859e-04 3.833261e-03 -2.894153e-03 1.586310e-01
498.002 -2.028267e-01 1.527730e-01 3.286113e-03 -2.563724e-01 -1.210069e-01 -1.600475e-07 4.294443e-03 -3.064791e-03 1.586252e-01
499.002 -1.475756e-01 1.738469e-01 3.437318e-03 -2.916949e-01 -8.808193e-02 7.204614e-04 4.614640e-03 -3.266902e-03 1.586197e-01
500.002 -8.508482e-02 1.881378e-01 3.408101e-03 -3.156324e-01 -5.083623e-02 1.432489e-03 4.770465e-03 -3.483129e-03 1.586152e-01
501.002 -1.778044e-02 1.945871e-01 3.208321e-03 -3.264169e-01 -1.071685e-02 2.093721e-03 4.760041e-03 -3.694524e-03 1.586116e-01
502.002 5.147074e-02 1.924657e-01 2.857831e-03 -3.228301e-01 3.056972e-02 2.664266e-03 4.586223e-03 -3.881169e-03 1.586087e-01
503.002 1.193908e-01 1.814533e-01 2.386163e-03 -3.043359e-01 7.107005e-02 3.110255e-03 4.261629e-03 -4.022981e-03 1.586074e-01
504.002 1.824472e-01 1.617568e-01 1.831415e-03 -2.712787e-01 1.086759e-01 3.407297e-03 3.810887e-03 -4.101643e-03 1.586084e-01
505.002 2.372305e-01 1.341482e-01 1.232145e-03 -2.249549e-01 1.413512e-01 3.547203e-03 3.278298e-03 -4.102560e-03 1.586110e-01
506.002 2.807652e-01 9.990236e-02 6.249482e-04 -1.675057e-01 1.673204e-01 3.531710e-03 2.713884e-03 -4.018231e-03 1.586146e-01
507.002 3.106941e-01 6.072153e-02 4.039253e-05 -1.017862e-01 1.851774e-01 3.369479e-03 2.173877e-03 -3.847891e-03 1.586188e-01
508.002 3.254539e-01 1.863876e-02 -4.975831e-04 -3.120414e-02 1.939899e-01 3.075081e-03 1.716428e-03 -3.600863e-03 1.586236e-01
509.002 3.244260e-01 -2.413772e-02 -9.581011e-04 4.053774e-02 1.933878e-01 2.664888e-03 1.368649e-03 -3.292924e-03 1.586288e-01
510.002 3.079849e-01 -6.539358e-02 -1.316108e-03 1.097265e-01 1.835958e-01 2.160534e-03 1.151613e-03 -2.941255e-03 1.586343e-01
511.002 2.774306e-01 -1.031137e-01 -1.559811e-03 1.729879e-01 1.653888e-01 1.586535e-03 1.089481e-03 -2.566281e-03 1.586396e-01
512.002 2.347557e-01 -1.356498e-01 -1.680587e-03 2.275560e-01 1.399518e-01 9.684450e-04 1.189372e-03 -2.189598e-03 1.586436e-01
513.002 1.824534e-01 -1.617316e-01 -1.671646e-03 2.712978e-01 1.087715e-01 3.352867e-04 1.440205e-03 -1.831995e-03 1.586463e-01
514.002 1.233766e-01 -1.804977e-01 -1.531797e-03 3.027661e-01 7.355170e-02 -2.788277e-04 1.814233e-03 -1.511325e-03 1.586484e-01
515.002 6.047630e-02 -1.915465e-01 -1.268731e-03 3.212901e-01 3.605375e-02 -8.404277e-04 2.276876e-03 -1.238784e-03 1.586498e-01
516.002 -3.483117e-03 -1.948995e-01 -8.998576e-04 3.269074e-01 -2.075606e-03 -1.321587e-03 2.794467e-03 -1.020768e-03 1.586498e-01
517.002 -6.602683e-02 -1.908942e-01 -4.487818e-04 3.201834e-01 -3.936177e-02 -1.696617e-03 3.328081e-03 -8.588196e-04 1.586486e-01
518.002 -1.249932e-01 -1.801025e-01 5.562105e-05 3.020761e-01 -7.451641e-02 -1.951291e-03 3.849531e-03 -7.512689e-04 1.586466e-01
519.002 -1.785618e-01 -1.632696e-01 5.775409e-04 2.738341e-01 -1.064533e-01 -2.073197e-03 4.317624e-03 -6.946403e-04 1.586443e-01
520.002 -2.252654e-01 -1.412542e-01 1.075184e-03 2.368988e-01 -1.342989e-01 -2.053317e-03 4.681550e-03 -6.787226e-04 1.586424e-01
521.002 -2.639703e-01 -1.149842e-01 1.512886e-03 1.928227e-01 -1.573772e-01 -1.903467e-03 4.920304e-03 -6.899979e-04 1.586418e-01
522.002 -2.938905e-01 -8.536824e-02 1.863689e-03 1.431334e-01 -1.752170e-01 -1.647828e-03 5.028935e-03 -7.157919e-04 1.586415e-01
523.002 -3.144617e-01 -5.327601e-02 2.105667e-03 8.929414e-02 -1.874835e-01 -1.313628e-03 5.002702e-03 -7.441729e-04 1.586416e-01
524.002 -3.252468e-01 -1.960040e-02 2.223786e-03 3.280409e-02 -1.939176e-01 -9.317130e-04 4.841109e-03 -7.631399e-04 1.586427e-01
525.002 -3.259604e-01 1.471003e-02 2.211974e-03 -2.474920e-02 -1.943504e-01 -5.354736e-04 4.551522e-03 -7.604850e-04 1.586452e-01
526.002 -3.165085e-01 4.870473e-02 2.079724e-03 -8.177203e-02 -1.887241e-01 -1.564102e-04 4.159943e-03 -7.245065e-04 1.586484e-01
527.002 -2.969611e-01 8.143996e-02 1.842975e-03 -1.366791e-01 -1.770787e-01 1.791814e-04 3.696328e-03 -6.463835e-04 1.586514e-01
528.002 -2.675667e-01 1.119365e-01 1.522719e-03 -1.878267e-01 -1.595618e-01 4.534143e-04 3.198107e-03 -5.188636e-04 1.586539e-01
529.002 -2.288255e-01 1.391605e-01 1.144345e-03 -2.334801e-01 -1.364717e-01 6.566429e-04 2.710364e-03 -3.397525e-04 1.586559e-01
530.002 -1.815687e-01 1.620526e-01 7.249465e-04 -2.718639e-01 -1.083028e-01 7.772839e-04 2.254944e-03 -1.107641e-04 1.586573e-01
531.002 -1.270360e-01 1.795723e-01 2.821345e-04 -3.012317e-01 -7.579383e-02 8.093317e-04 1.856639e-03 1.663333e-04 1.586585e-01
532.002 -6.689273e-02 1.907776e-01 -1.627133e-04 -3.200064e-01 -3.993983e-02 7.575638e-04 1.554337e-03 4.850342e-04 1.586589e-01
