# t C_xx C_xy C_xz C_yx C_yy C_yz C_zx C_zy C_zz 
18.002 -3.056238e-01 6.916141e-02 1.721554e-03 -1.161203e-01 -1.821935e-01 -2.567816e-03 1.530795e-03 -3.598488e-03 1.586266e-01
19.000 -2.759455e-01 1.044690e-01 2.040088e-03 -1.753417e-01 -1.645119e-01 -2.282771e-03 1.119941e-03 -3.609693e-03 1.586272e-01
20.000 -2.345046e-01 1.357562e-01 2.322393e-03 -2.278164e-01 -1.398158e-01 -1.900563e-03 7.980226e-04 -3.561164e-03 1.586278e-01
21.000 -1.828654e-01 1.615227e-01 2.542033e-03 -2.710252e-01 -1.090376e-01 -1.422225e-03 5.943261e-04 -3.464172e-03 1.586290e-01
22.000 -1.231463e-01 1.805161e-01 2.669539e-03 -3.028674e-01 -7.344292e-02 -8.598943e-04 5.247261e-04 -3.334049e-03 1.586312e-01
23.000 -5.791349e-02 1.917986e-01 2.678488e-03 -3.217738e-01 -3.456128e-02 -2.323231e-04 6.009779e-04 -3.187317e-03 1.586336e-01
24.000 1.000024e-02 1.948003e-01 2.546731e-03 -3.267901e-01 5.920512e-03 4.303929e-04 8.201967e-04 -3.041530e-03 1.586355e-01
25.000 7.759762e-02 1.893329e-01 2.259774e-03 -3.176007e-01 4.621655e-02 1.091034e-03 1.172808e-03 -2.912891e-03 1.586365e-01
26.000 1.418338e-01 1.756168e-01 1.815802e-03 -2.945737e-01 8.451172e-02 1.708449e-03 1.641801e-03 -2.818303e-03 1.586366e-01
27.000 1.998040e-01 1.542886e-01 1.232867e-03 -2.587797e-01 1.190744e-01 2.229827e-03 2.176189e-03 -2.770607e-03 1.586358e-01
28.000 2.489178e-01 1.263836e-01 5.447691e-04 -2.119535e-01 1.483611e-01 2.611372e-03 2.725612e-03 -2.774079e-03 1.586344e-01
29.000 2.871085e-01 9.325132e-02 -2.072975e-04 -1.563577e-01 1.711373e-01 2.828839e-03 3.254868e-03 -2.828074e-03 1.586322e-01
30.000 3.129461e-01 5.641434e-02 -9.757951e-04 -9.455271e-02 1.865489e-01 2.871232e-03 3.727214e-03 -2.927670e-03 1.586288e-01
31.000 3.255986e-01 1.751915e-02 -1.709736e-03 -2.930249e-02 1.941005e-01 2.741649e-03 4.105673e-03 -3.063937e-03 1.586248e-01
32.000 3.248646e-01 -2.171305e-02 -2.360376e-03 3.650768e-02 1.936736e-01 2.459626e-03 4.357489e-03 -3.224218e-03 1.586216e-01
33.000 3.112015e-01 -5.962469e-02 -2.891756e-03 1.001015e-01 1.855392e-01 2.057480e-03 4.464951e-03 -3.391891e-03 1.586193e-01
34.000 2.856138e-01 -9.475603e-02 -3.285111e-03 1.590300e-01 1.702938e-01 1.573750e-03 4.427621e-03 -3.550467e-03 1.586178e-01
35.000 2.495105e-01 -1.258685e-01 -3.533183e-03 2.112146e-01 1.487769e-01 1.047307e-03 4.253794e-03 -3.684417e-03 1.586170e-01
36.000 2.046141e-01 -1.519492e-01 -3.643658e-03 2.549562e-01 1.220159e-01 5.102431e-04 3.970969e-03 -3.781422e-03 1.586171e-01
37.000 1.528726e-01 -1.722302e-01 -3.627693e-03 2.889683e-01 9.117272e-02 -6.589913e-06 3.598845e-03 -3.833596e-03 1.586184e-01
38.000 9.636265e-02 -1.862013e-01 -3.498744e-03 3.123933e-01 5.748530e-02 -4.755515e-04 3.153198e-03 -3.833038e-03 1.586208e-01
39.002 3.707243e-02 -1.936123e-01 -3.277057e-03 3.248107e-01 2.214160e-02 -8.863762e-04 2.673476e-03 -3.774700e-03 1.586245e-01
40.002 -2.278503e-02 -1.944049e-01 -2.982149e-03 3.261276e-01 -1.353949e-02 -1.236675e-03 2.207549e-03 -3.658959e-03 1.586282e-01
41.002 -8.149130e-02 -1.887370e-01 -2.625831e-03 3.166080e-01 -4.853586e-02 -1.527031e-03 1.792419e-03 -3.489887e-03 1.586316e-01
42.002 -1.372666e-01 -1.768878e-01 -2.216547e-03 2.967178e-01 -8.178774e-02 -1.755304e-03 1.458839e-03 -3.274891e-03 1.586352e-01
43.002 -1.884075e-01 -1.592916e-01 -1.761607e-03 2.671814e-01 -1.122782e-01 -1.916105e-03 1.229356e-03 -3.023376e-03 1.586394e-01
44.002 -2.333984e-01 -1.365003e-01 -1.265368e-03 2.289276e-01 -1.391029e-01 -2.005345e-03 1.127176e-03 -2.745698e-03 1.586433e-01
45.002 -2.708947e-01 -1.091497e-01 -7.352591e-04 1.830267e-01 -1.614616e-01 -2.013571e-03 1.162699e-03 -2.453774e-03 1.586463e-01
46.002 -2.996630e-01 -7.797320e-02 -1.808973e-04 1.307110e-01 -1.786198e-01 -1.929312e-03 1.343084e-03 -2.159677e-03 1.586485e-01
47.002 -3.185768e-01 -4.383501e-02 3.812784e-04 7.343092e-02 -1.899069e-01 -1.742073e-03 1.666225e-03 -1.878705e-03 1.586497e-01
48.002 -3.266756e-01 -7.741655e-03 9.146668e-04 1.287797e-02 -1.947491e-01 -1.442732e-03 2.093498e-03 -1.625092e-03 1.586500e-01
49.002 -3.232353e-01 2.913496e-02 1.380888e-03 -4.898005e-02 -1.927157e-01 -1.033478e-03 2.587111e-03 -1.407864e-03 1.586497e-01
50.002 -3.078701e-01 6.549353e-02 1.749279e-03 -1.099640e-01 -1.835751e-01 -5.297731e-04 3.120019e-03 -1.234516e-03 1.586486e-01
51.002 -2.805646e-01 9.997995e-02 1.990154e-03 -1.678005e-01 -1.673134e-01 4.140681e-05 3.654954e-03 -1.110140e-03 1.586460e-01
52.002 -2.417345e-01 1.311606e-01 2.079048e-03 -2.200830e-01 -1.441764e-01 6.412235e-04 4.147635e-03 -1.035752e-03 1.586427e-01
53.002 -1.923809e-01 1.575438e-01 2.004639e-03 -2.643090e-01 -1.147614e-01 1.220497e-03 4.553530e-03 -1.007539e-03 1.586398e-01
54.002 -1.341594e-01 1.777122e-01 1.775014e-03 -2.981074e-01 -8.005634e-02 1.729271e-03 4.839664e-03 -1.015718e-03 1.586377e-01
55.002 -6.928713e-02 1.904690e-01 1.416941e-03 -3.194762e-01 -4.138159e-02 2.125076e-03 4.987082e-03 -1.047112e-03 1.586363e-01
56.002 -4.704649e-04 1.949123e-01 9.687763e-04 -3.269051e-01 -3.499528e-04 2.374088e-03 4.983555e-03 -1.085234e-03 1.586355e-01
57.002 6.916215e-02 1.905142e-01 4.774253e-04 -3.195105e-01 4.117303e-02 2.462484e-03 4.839601e-03 -1.112664e-03 1.586357e-01
58.002 1.362102e-01 1.772126e-01 -5.721274e-06 -2.971891e-01 8.115760e-02 2.386518e-03 4.562963e-03 -1.114636e-03 1.586371e-01
59.002 1.972378e-01 1.554729e-01 -4.296380e-04 -2.607221e-01 1.175550e-01 2.153505e-03 4.160716e-03 -1.074628e-03 1.586396e-01
60.002 2.490479e-01 1.263016e-01 -7.558346e-04 -2.117931e-01 1.484567e-01 1.795542e-03 3.672149e-03 -9.785849e-04 1.586433e-01
61.002 2.890152e-01 9.114068e-02 -9.618626e-04 -1.528220e-01 1.722941e-01 1.355486e-03 3.147200e-03 -8.196953e-04 1.586467e-01
62.002 3.152135e-01 5.175316e-02 -1.038102e-03 -8.676797e-02 1.879191e-01 8.750306e-04 2.630559e-03 -5.978172e-04 1.586493e-01
63.002 3.264984e-01 1.015566e-02 -9.866262e-04 -1.701141e-02 1.946509e-01 3.932622e-04 2.162335e-03 -3.191295e-04 1.586515e-01
64.002 3.226348e-01 -3.152322e-02 -8.193080e-04 5.288438e-02 1.923503e-01 -5.605197e-05 1.775733e-03 5.312699e-06 1.586537e-01
65.002 3.042948e-01 -7.127645e-02 -5.597670e-04 1.195549e-01 1.814166e-01 -4.482342e-04 1.503328e-03 3.610541e-04 1.586550e-01
66.002 2.728855e-01 -1.073515e-01 -2.322820e-04 1.800595e-01 1.626881e-01 -7.682728e-04 1.364054e-03 7.307301e-04 1.586550e-01
67.002 2.303810e-01 -1.383035e-01 1.377868e-04 2.319743e-01 1.373424e-01 -1.011764e-03 1.372475e-03 1.096208e-03 1.586540e-01
68.002 1.791658e-01 -1.630420e-01 5.283863e-04 2.734703e-01 1.068033e-01 -1.179617e-03 1.529571e-03 1.437441e-03 1.586523e-01
69.002 1.218484e-01 -1.808697e-01 9.281050e-04 3.033772e-01 7.262584e-02 -1.267108e-03 1.802831e-03 1.738769e-03 1.586502e-01
70.002 6.108715e-02 -1.914747e-01 1.323939e-03 3.211689e-01 3.639722e-02 -1.274129e-03 2.162798e-03 1.990813e-03 1.586483e-01
71.002 -6.363159e-04 -1.949002e-01 1.701148e-03 3.269204e-01 -4.013642e-04 -1.206814e-03 2.587111e-03 2.187346e-03 1.586461e-01
72.002 -6.115217e-02 -1.914531e-01 2.046933e-03 3.211472e-01 -3.647912e-02 -1.068521e-03 3.044778e-03 2.325280e-03 1.586433e-01
73.002 -1.185416e-01 -1.816219e-01 2.347365e-03 3.046655e-01 -7.069291e-02 -8.606393e-04 3.498559e-03 2.404899e-03 1.586404e-01
74.002 -1.711205e-01 -1.660477e-01 2.585183e-03 2.785447e-01 -1.020383e-01 -5.858598e-04 3.908581e-03 2.430126e-03 1.586384e-01
75.002 -2.175305e-01 -1.454667e-01 2.744002e-03 2.440197e-01 -1.297036e-01 -2.540388e-04 4.244899e-03 2.409256e-03 1.586374e-01
76.002 -2.567364e-01 -1.206334e-01 2.809399e-03 2.023584e-01 -1.530727e-01 1.188052e-04 4.486260e-03 2.351590e-03 1.586369e-01
77.000 -2.878565e-01 -9.235762e-02 2.769598e-03 1.549204e-01 -1.716213e-01 5.133193e-04 4.615349e-03 2.268264e-03 1.586368e-01
78.000 -3.103147e-01 -6.128846e-02 2.621880e-03 1.027951e-01 -1.850077e-01 9.058030e-04 4.632617e-03 2.169503e-03 1.586373e-01
79.000 -3.234439e-01 -2.827625e-02 2.361977e-03 4.740859e-02 -1.928341e-01 1.269993e-03 4.526345e-03 2.064694e-03 1.586386e-01
80.000 -3.267555e-01 5.828986e-03 1.988636e-03 -9.810076e-03 -1.948105e-01 1.580113e-03 4.284208e-03 1.967048e-03 1.586410e-01
81.000 -3.199011e-01 4.009740e-02 1.520861e-03 -6.730287e-02 -1.907306e-01 1.809488e-03 3.926243e-03 1.890208e-03 1.586441e-01
82.000 -3.027005e-01 7.356717e-02 9.865622e-04 -1.234563e-01 -1.804840e-01 1.937009e-03 3.482284e-03 1.844761e-03 1.586467e-01
83.000 -2.751436e-01 1.052150e-01 4.136716e-04 -1.765488e-01 -1.640630e-01 1.948916e-03 2.979010e-03 1.839496e-03 1.586483e-01
84.000 -2.375053e-01 1.338939e-01 -1.676365e-04 -2.246529e-01 -1.416311e-01 1.838811e-03 2.445722e-03 1.881388e-03 1.586494e-01
85.000 -1.905016e-01 1.583612e-01 -7.258553e-04 -2.656855e-01 -1.136173e-01 1.608521e-03 1.915924e-03 1.974614e-03 1.586502e-01
86.000 -1.353229e-01 1.773974e-01 -1.229131e-03 -2.976049e-01 -8.072972e-02 1.272066e-03 1.432342e-03 2.119494e-03 1.586499e-01
87.000 -7.362732e-02 1.898807e-01 -1.653119e-03 -3.185308e-01 -4.395475e-02 8.481724e-04 1.030572e-03 2.311344e-03 1.586483e-01
88.000 -7.579841e-03 1.948455e-01 -1.981185e-03 -3.268456e-01 -4.581848e-03 3.629032e-04 7.480145e-04 2.541643e-03 1.586454e-01
89.000 6.013663e-02 1.915820e-01 -2.203838e-03 -3.213590e-01 3.578941e-02 -1.547216e-04 6.162634e-04 2.794278e-03 1.586419e-01
90.000 1.264221e-01 1.797537e-01 -2.316474e-03 -3.015094e-01 7.531066e-02 -6.875976e-04 6.324751e-04 3.049499e-03 1.586380e-01
91.000 1.879176e-01 1.595067e-01 -2.319816e-03 -2.675408e-01 1.119794e-01 -1.215103e-03 7.920009e-04 3.288734e-03 1.586344e-01
92.000 2.413104e-01 1.315194e-01 -2.220748e-03 -2.205902e-01 1.438171e-01 -1.712024e-03 1.090650e-03 3.491692e-03 1.586311e-01
93.000 2.836380e-01 9.695086e-02 -2.027755e-03 -1.626075e-01 1.690565e-01 -2.159517e-03 1.504294e-03 3.639406e-03 1.586276e-01
94.000 3.124381e-01 5.741890e-02 -1.749892e-03 -9.630666e-02 1.862305e-01 -2.542006e-03 1.994349e-03 3.716818e-03 1.586244e-01
95.000 3.259771e-01 1.495467e-02 -1.397343e-03 -2.509029e-02 1.943068e-01 -2.843480e-03 2.512255e-03 3.714127e-03 1.586227e-01
96.000 3.235014e-01 -2.818454e-02 -9.863897e-04 4.726075e-02 1.928347e-01 -3.048114e-03 3.010342e-03 3.629483e-03 1.586223e-01
97.000 3.052849e-01 -6.975363e-02 -5.385692e-04 1.169807e-01 1.819758e-01 -3.142608e-03 3.444317e-03 3.467718e-03 1.586229e-01
98.000 2.725355e-01 -1.076660e-01 -7.809254e-05 1.805695e-01 1.624504e-01 -3.118766e-03 3.774587e-03 3.240497e-03 1.586242e-01
99.000 2.272801e-01 -1.401144e-01 3.631613e-04 2.349956e-01 1.354682e-01 -2.977023e-03 3.979968e-03 2.962767e-03 1.586265e-01
100.000 1.721891e-01 -1.656922e-01 7.582986e-04 2.779015e-01 1.026222e-01 -2.720012e-03 4.031517e-03 2.651533e-03 1.586299e-01
101.000 1.103441e-01 -1.834765e-01 1.082759e-03 3.077365e-01 6.575060e-02 -2.356507e-03 3.908405e-03 2.329010e-03 1.586344e-01
102.000 4.495508e-02 -1.930583e-01 1.309807e-03 3.238144e-01 2.677005e-02 -1.912969e-03 3.625082e-03 2.016538e-03 1.586398e-01
103.000 -2.096697e-02 -1.945043e-01 1.422001e-03 3.262498e-01 -1.252620e-02 -1.424510e-03 3.209546e-03 1.730736e-03 1.586446e-01
104.000 -8.470989e-02 -1.882457e-01 1.414480e-03 3.157628e-01 -5.052319e-02 -9.270066e-04 2.692751e-03 1.483231e-03 1.586485e-01
105.000 -1.438850e-01 -1.750085e-01 1.293546e-03 2.935664e-01 -8.579750e-02 -4.557803e-04 2.109576e-03 1.280735e-03 1.586520e-01
106.000 -1.965461e-01 -1.557452e-01 1.077193e-03 2.612543e-01 -1.171870e-01 -4.257174e-05 1.499080e-03 1.126276e-03 1.586553e-01
107.000 -2.412927e-01 -1.315082e-01 7.962391e-04 2.205944e-01 -1.438571e-01 2.849609e-04 9.103858e-04 1.018615e-03 1.586576e-01
108.000 -2.771785e-01 -1.033580e-01 4.869310e-04 1.733681e-01 -1.652454e-01 5.134247e-04 3.861638e-04 9.524283e-04 1.586587e-01
109.000 -3.035905e-01 -7.233245e-02 1.913833e-04 1.213169e-01 -1.809876e-01 6.413514e-04 -2.683278e-05 9.195486e-04 1.586590e-01
110.000 -3.201751e-01 -3.943774e-02 -5.306454e-05 6.612808e-02 -1.908739e-01 6.809576e-04 -2.936258e-04 9.068311e-04 1.586591e-01
111.000 -3.267971e-01 -5.632996e-03 -2.286610e-04 9.413605e-03 -1.948235e-01 6.588683e-04 -4.129003e-04 9.020156e-04 1.586592e-01
112.000 -3.234955e-01 2.815046e-02 -3.230817e-04 -4.726407e-02 -1.928616e-01 6.058217e-04 -3.802815e-04 8.947463e-04 1.586599e-01
113.000 -3.104626e-01 6.103972e-02 -3.306492e-04 -1.024427e-01 -1.851013e-01 5.536286e-04 -1.910724e-04 8.738113e-04 1.586607e-01
114.000 -2.879786e-01 9.222439e-02 -2.616336e-04 -1.547578e-01 -1.717065e-01 5.321649e-04 1.422393e-04 8.286662e-04 1.586608e-01
115.000 -2.564288e-01 1.208643e-01 -1.383669e-04 -2.027968e-01 -1.529065e-01 5.637668e-04 5.941242e-04 7.494224e-04 1.586604e-01
116.000 -2.164146e-01 1.460557e-01 1.021270e-05 -2.450416e-01 -1.290615e-01 6.587007e-04 1.127938e-03 6.269568e-04 1.586602e-01
117.000 -1.688072e-01 1.668872e-01 1.556933e-04 -2.799671e-01 -1.006906e-01 8.177720e-04 1.705353e-03 4.553387e-04 1.586597e-01
118.000 -1.147289e-01 1.824932e-01 2.731783e-04 -3.061239e-01 -6.846041e-02 1.032914e-03 2.286682e-03 2.312596e-04 1.586582e-01
119.000 -5.559985e-02 1.920618e-01 3.416023e-04 -3.221507e-01 -3.321595e-02 1.287530e-03 2.829827e-03 -4.432591e-05 1.586556e-01
120.000 6.787271e-03 1.948728e-01 3.482458e-04 -3.268406e-01 3.975024e-03 1.565465e-03 3.305152e-03 -3.675343e-04 1.586523e-01
121.000 7.024445e-02 1.903764e-01 2.890785e-04 -3.192738e-01 4.180744e-02 1.840556e-03 3.669668e-03 -7.325294e-04 1.586487e-01
122.000 1.322289e-01 1.782873e-01 1.690807e-04 -2.989737e-01 7.876651e-02 2.084213e-03 3.879956e-03 -1.125305e-03 1.586453e-01
123.000 1.899492e-01 1.586785e-01 -2.469842e-06 -2.660613e-01 1.131860e-01 2.283071e-03 3.925369e-03 -1.527083e-03 1.586425e-01
124.000 2.406137e-01 1.320060e-01 -2.148150e-04 -2.213064e-01 1.433989e-01 2.429997e-03 3.809007e-03 -1.918485e-03 1.586396e-01
125.000 2.815587e-01 9.911829e-02 -4.560000e-04 -1.661361e-01 1.678176e-01 2.518313e-03 3.539356e-03 -2.279531e-03 1.586366e-01
126.000 3.103743e-01 6.130374e-02 -7.137007e-04 -1.027112e-01 1.850065e-01 2.544090e-03 3.135689e-03 -2.591214e-03 1.586344e-01
127.000 3.251712e-01 2.027398e-02 -9.766061e-04 -3.389662e-02 1.938385e-01 2.506053e-03 2.629886e-03 -2.837200e-03 1.586334e-01
128.000 3.248374e-01 -2.199773e-02 -1.239582e-03 3.699920e-02 1.936482e-01 2.403923e-03 2.070572e-03 -3.006138e-03 1.586329e-01
129.000 3.091194e-01 -6.342356e-02 -1.495352e-03 1.064739e-01 1.842835e-01 2.234795e-03 1.507156e-03 -3.093379e-03 1.586327e-01
130.000 2.786487e-01 -1.019145e-01 -1.737642e-03 1.710243e-01 1.661209e-01 1.991912e-03 9.983066e-04 -3.101304e-03 1.586329e-01
131.000 2.349413e-01 -1.355159e-01 -1.954066e-03 2.273738e-01 1.400655e-01 1.669879e-03 5.936104e-04 -3.042455e-03 1.586336e-01
132.000 1.803076e-01 -1.625679e-01 -2.119293e-03 2.727383e-01 1.074947e-01 1.273650e-03 3.118420e-04 -2.933182e-03 1.586350e-01
133.000 1.176857e-01 -1.818284e-01 -2.211175e-03 3.050337e-01 7.016238e-02 8.111908e-04 1.740879e-04 -2.791411e-03 1.586372e-01
134.000 5.032603e-02 -1.925739e-01 -2.210967e-03 3.230501e-01 3.000778e-02 2.934459e-04 1.977403e-04 -2.637634e-03 1.586396e-01
135.000 -1.849790e-02 -1.945869e-01 -2.100487e-03 3.264234e-01 -1.102042e-02 -2.589181e-04 3.813034e-04 -2.492317e-03 1.586411e-01
136.000 -8.559768e-02 -1.881022e-01 -1.867846e-03 3.155434e-01 -5.102206e-02 -8.154792e-04 7.068417e-04 -2.374510e-03 1.586420e-01
137.000 -1.480253e-01 -1.737814e-01 -1.513227e-03 2.915144e-01 -8.823821e-02 -1.338579e-03 1.140225e-03 -2.299557e-03 1.586429e-01
138.000 -2.033347e-01 -1.526247e-01 -1.047214e-03 2.560147e-01 -1.212093e-01 -1.794129e-03 1.645668e-03 -2.275777e-03 1.586431e-01
139.000 -2.496807e-01 -1.258302e-01 -4.904366e-04 2.110566e-01 -1.488365e-01 -2.153544e-03 2.185307e-03 -2.306882e-03 1.586420e-01
140.000 -2.857577e-01 -9.469979e-02 1.290975e-04 1.588244e-01 -1.703428e-01 -2.394537e-03 2.721694e-03 -2.391414e-03 1.586395e-01
141.000 -3.107428e-01 -6.058217e-02 7.817595e-04 1.015798e-01 -1.852390e-01 -2.506729e-03 3.227597e-03 -2.525883e-03 1.586362e-01
142.000 -3.242665e-01 -2.481416e-02 1.426166e-03 4.156591e-02 -1.933045e-01 -2.486263e-03 3.656667e-03 -2.703826e-03 1.586323e-01
143.000 -3.263581e-01 1.131937e-02 2.020829e-03 -1.905957e-02 -1.945583e-01 -2.340451e-03 3.966333e-03 -2.912039e-03 1.586287e-01
144.000 -3.173925e-01 4.662665e-02 2.541666e-03 -7.830018e-02 -1.892241e-01 -2.088032e-03 4.145716e-03 -3.135640e-03 1.586258e-01
145.000 -2.979893e-01 8.007757e-02 2.974165e-03 -1.344255e-01 -1.776675e-01 -1.751022e-03 4.194399e-03 -3.360727e-03 1.586228e-01
146.000 -2.689230e-01 1.107447e-01 3.307350e-03 -1.858752e-01 -1.603497e-01 -1.352292e-03 4.113540e-03 -3.574244e-03 1.586200e-01
147.000 -2.311560e-01 1.377454e-01 3.535450e-03 -2.311655e-01 -1.378447e-01 -9.152310e-04 3.909514e-03 -3.763777e-03 1.586184e-01
148.000 -1.858674e-01 1.602646e-01 3.658497e-03 -2.689317e-01 -1.108573e-01 -4.608238e-04 3.598024e-03 -3.917085e-03 1.586182e-01
149.000 -1.343829e-01 1.776104e-01 3.683141e-03 -2.980154e-01 -8.017555e-02 -1.287942e-06 3.211433e-03 -4.023739e-03 1.586189e-01
150.000 -7.815099e-02 1.891985e-01 3.613834e-03 -3.174373e-01 -4.666112e-02 4.533926e-04 2.782300e-03 -4.076238e-03 1.586199e-01
151.000 -1.879270e-02 1.945413e-01 3.452621e-03 -3.263793e-01 -1.127936e-02 8.990065e-04 2.354171e-03 -4.069737e-03 1.586212e-01
152.000 4.185805e-02 1.932756e-01 3.199110e-03 -3.242324e-01 2.487594e-02 1.328670e-03 1.966984e-03 -4.005670e-03 1.586232e-01
153.000 1.017748e-01 1.852114e-01 2.852654e-03 -3.106805e-01 6.059781e-02 1.721452e-03 1.636597e-03 -3.887584e-03 1.586257e-01
154.000 1.587631e-01 1.703879e-01 2.414305e-03 -2.857878e-01 9.457801e-02 2.058830e-03 1.388935e-03 -3.720083e-03 1.586291e-01
155.000 2.106046e-01 1.491004e-01 1.887518e-03 -2.500516e-01 1.254912e-01 2.324366e-03 1.254559e-03 -3.512369e-03 1.586326e-01
156.000 2.551685e-01 1.218857e-01 1.281960e-03 -2.043786e-01 1.520675e-01 2.495620e-03 1.249346e-03 -3.276692e-03 1.586354e-01
157.000 2.904139e-01 8.956259e-02 6.172287e-04 -1.501444e-01 1.730914e-01 2.547750e-03 1.376526e-03 -3.027517e-03 1.586377e-01
158.000 3.145060e-01 5.327898e-02 -7.442909e-05 -8.927207e-02 1.874701e-01 2.459706e-03 1.626175e-03 -2.780764e-03 1.586400e-01
159.000 3.260359e-01 1.445355e-02 -7.547774e-04 -2.413970e-02 1.943613e-01 2.220550e-03 1.983183e-03 -2.550896e-03 1.586417e-01
160.000 3.241402e-01 -2.532958e-02 -1.381361e-03 4.259316e-02 1.932477e-01 1.831646e-03 2.423859e-03 -2.350839e-03 1.586421e-01
161.000 3.085430e-01 -6.437469e-02 -1.910713e-03 1.080809e-01 1.839642e-01 1.306953e-03 2.918111e-03 -2.189808e-03 1.586411e-01
162.000 2.796173e-01 -1.009332e-01 -2.307344e-03 1.693902e-01 1.667328e-01 6.737404e-04 3.438513e-03 -2.074976e-03 1.586390e-01
163.000 2.384284e-01 -1.333048e-01 -2.536588e-03 2.236716e-01 1.421874e-01 -2.252850e-05 3.933354e-03 -2.009946e-03 1.586362e-01
164.000 1.867240e-01 -1.599510e-01 -2.578429e-03 2.683438e-01 1.113696e-01 -7.252142e-04 4.350171e-03 -1.989141e-03 1.586337e-01
165.000 1.268380e-01 -1.796142e-01 -2.439561e-03 3.013017e-01 7.567287e-02 -1.381133e-03 4.662306e-03 -2.002055e-03 1.586318e-01
166.000 6.145614e-02 -1.914177e-01 -2.143548e-03 3.210807e-01 3.669601e-02 -1.942538e-03 4.850065e-03 -2.035917e-03 1.586299e-01
167.000 -6.502688e-03 -1.948646e-01 -1.726069e-03 3.268470e-01 -3.822075e-03 -2.368576e-03 4.896392e-03 -2.075903e-03 1.586285e-01
168.000 -7.395358e-02 -1.898601e-01 -1.234111e-03 3.184396e-01 -4.404157e-02 -2.630790e-03 4.792175e-03 -2.105832e-03 1.586288e-01
169.000 -1.378604e-01 -1.767433e-01 -7.195682e-04 2.964263e-01 -8.214856e-02 -2.719434e-03 4.543394e-03 -2.108506e-03 1.586309e-01
170.000 -1.955123e-01 -1.562320e-01 -2.295627e-04 2.620140e-01 -1.165259e-01 -2.647180e-03 4.177041e-03 -2.069290e-03 1.586339e-01
171.000 -2.446134e-01 -1.293360e-01 1.974079e-04 2.168971e-01 -1.458050e-01 -2.436931e-03 3.724599e-03 -1.977514e-03 1.586374e-01
172.000 -2.833073e-01 -9.729812e-02 5.390265e-04 1.631594e-01 -1.688796e-01 -2.122131e-03 3.234223e-03 -1.827148e-03 1.586409e-01
173.000 -3.102256e-01 -6.154180e-02 7.824107e-04 1.031855e-01 -1.849334e-01 -1.736881e-03 2.748686e-03 -1.619859e-03 1.586445e-01
