# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 3.63182 0.18174 -0.00000 -0.02383 0.47614 0.00000 4.8808e-18 1.6805e-19 1.3000e-01 6.0986e-20 -6.7763e-21 2.0209e-03 0.00816 0.01210 0.01555 0.00000 -0.00000 0.00000 1.31361e-04 2.12860e-30 -1.0148277015e-02 -1.0016916373e-02 6.8743826080e-32 
10.000 0.67068 3.49966 -0.00074 -0.48135 0.07949 -0.00014 4.9483e-04 -4.2324e-04 1.3767e-01 4.6797e-06 -8.3894e-06 2.1336e-03 0.01186 0.00834 0.01550 -0.00087 -0.00003 -0.00001 1.46869e-04 1.29918e-03 -1.0162854086e-02 -8.7168077368e-03 5.8343387471e-08 
20.000 -3.24823 1.17309 -0.00157 -0.16464 -0.47342 0.00001 -3.0040e-04 -6.2183e-04 1.4529e-01 -5.4009e-07 -1.0708e-05 2.2520e-03 0.00870 0.01151 0.01550 0.00137 -0.00002 0.00002 1.63600e-04 1.30032e-03 -1.0162724014e-02 -8.6988004990e-03 8.8654500788e-08 
30.000 -1.53208 -3.10832 -0.00129 0.44541 -0.22874 0.00009 -5.7873e-04 -2.8007e-04 1.5165e-01 -5.6765e-06 -4.9198e-07 2.3505e-03 0.01126 0.00894 0.01550 -0.00158 0.00001 0.00000 1.78219e-04 1.29942e-03 -1.0162706618e-02 -8.6850670691e-03 7.4854613539e-08 
40.005 2.89119 -2.11084 -0.00040 0.29378 0.38422 0.00005 -1.8178e-04 -6.7792e-05 1.4797e-01 -8.1881e-06 1.3879e-06 2.2934e-03 0.00914 0.01107 0.01550 0.00171 0.00002 -0.00004 1.69678e-04 1.29951e-03 -1.0162767591e-02 -8.6935845168e-03 7.4057920655e-08 
50.005 2.76207 2.33130 -0.00016 -0.31325 0.36455 -0.00007 -4.1734e-04 3.9411e-04 1.2996e-01 -5.7682e-06 2.8845e-06 2.0141e-03 0.01043 0.00978 0.01550 -0.00193 -0.00001 -0.00001 1.30882e-04 1.29946e-03 -1.0162939704e-02 -8.7325988893e-03 6.9941281624e-08 
60.005 -1.64738 3.13115 -0.00116 -0.43015 -0.23612 -0.00009 5.0471e-04 5.0487e-05 1.1643e-01 6.6074e-06 5.6024e-07 1.8044e-03 0.01111 0.00909 0.01550 0.00168 -0.00001 0.00001 1.05046e-04 1.29975e-03 -1.0162962004e-02 -8.7581649928e-03 8.1217844189e-08 
70.005 -3.27812 -1.13593 -0.00183 0.16645 -0.47202 0.00005 4.4635e-04 4.3301e-05 1.3002e-01 9.2889e-06 -1.1636e-07 2.0151e-03 0.00823 0.01198 0.01550 -0.00058 -0.00000 0.00004 1.30998e-04 1.30000e-03 -1.0162869009e-02 -8.7318753892e-03 8.1208480206e-08 
80.005 0.67119 -3.44511 -0.00074 0.48549 0.08564 0.00010 3.3374e-04 -4.1373e-04 1.6004e-01 5.8365e-06 -1.0014e-06 2.4806e-03 0.01206 0.00814 0.01550 0.00013 0.00001 0.00001 1.98495e-04 1.29926e-03 -1.0162656113e-02 -8.6648989354e-03 8.4930117100e-08 
90.005 3.56531 -0.00073 -0.00003 0.00061 0.48514 -0.00004 4.4990e-04 -4.8967e-04 1.6539e-01 -3.1419e-07 -7.8679e-06 2.5635e-03 0.00820 0.01201 0.01550 -0.00048 -0.00001 -0.00003 2.11994e-04 1.29971e-03 -1.0162638890e-02 -8.6509312808e-03 7.9718366234e-08 
100.005 0.72085 3.47075 -0.00078 -0.47968 0.09615 -0.00007 -3.7648e-04 -1.1424e-04 1.3665e-01 -2.8398e-06 -6.0224e-06 2.1178e-03 0.01204 0.00817 0.01550 0.00031 -0.00004 0.00001 1.44696e-04 1.29923e-03 -1.0162889092e-02 -8.7189607459e-03 6.8416860339e-08 
110.005 -3.25925 1.29083 -0.00165 -0.17977 -0.46178 -0.00003 1.0105e-04 -2.2072e-04 1.0872e-01 1.6070e-06 -2.0939e-06 1.6850e-03 0.00845 0.01175 0.01550 0.00106 0.00000 0.00001 9.15997e-05 1.30026e-03 -1.0163004967e-02 -8.7711443014e-03 7.9819597569e-08 
120.005 -1.80657 -3.02856 -0.00134 0.41981 -0.25771 0.00006 -1.8448e-04 5.1886e-04 1.1986e-01 -8.1879e-07 7.5915e-06 1.8576e-03 0.01025 0.00995 0.01550 -0.00196 0.00002 0.00002 1.11333e-04 1.29930e-03 -1.0162964875e-02 -8.7523367976e-03 7.1111308311e-08 
130.005 2.64935 -2.39099 -0.00027 0.32473 0.35952 0.00007 1.4930e-04 2.1847e-04 1.5377e-01 -3.5228e-08 7.7411e-06 2.3834e-03 0.01073 0.00947 0.01550 0.00186 0.00004 -0.00001 1.83254e-04 1.30017e-03 -1.0162725344e-02 -8.6793057572e-03 6.8941323302e-08 
140.005 2.85299 2.08716 -0.00021 -0.29394 0.39153 -0.00005 3.3491e-04 4.2615e-04 1.6704e-01 9.5326e-07 2.7449e-06 2.5892e-03 0.00971 0.01050 0.01550 -0.00192 -0.00001 -0.00001 2.16259e-04 1.29869e-03 -1.0162613178e-02 -8.6476691075e-03 5.8421613172e-08 
150.005 -1.58175 3.08521 -0.00142 -0.44148 -0.23233 -0.00011 3.3650e-04 1.4393e-04 1.4568e-01 7.8712e-06 -7.7857e-07 2.2579e-03 0.01044 0.00976 0.01550 0.00193 -0.00002 0.00003 1.64470e-04 1.30032e-03 -1.0162770244e-02 -8.6979843476e-03 7.8143634208e-08 
160.005 -3.27879 -1.18349 -0.00167 0.16105 -0.47191 0.00004 3.7958e-04 -3.0831e-04 1.2061e-01 6.5397e-06 -2.6361e-06 1.8692e-03 0.00887 0.01134 0.01550 -0.00152 0.00001 0.00002 1.12723e-04 1.29937e-03 -1.0162942455e-02 -8.7508472993e-03 6.0865195667e-08 
170.005 0.58391 -3.53789 -0.00057 0.47778 0.07071 0.00012 -1.6984e-04 -4.3971e-05 1.2329e-01 -1.8887e-06 3.8770e-07 1.9107e-03 0.01204 0.00816 0.01550 0.00028 0.00001 0.00000 1.17783e-04 1.30033e-03 -1.0162928127e-02 -8.7448107047e-03 6.3174115006e-08 
