# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 -0.27239 -0.01363 0.00000 0.00275 -0.05498 0.00000 2.1428e-17 -4.9427e-18 8.0000e-01 4.7705e-18 2.3852e-18 5.1775e-01 0.38455 0.55277 0.64718 0.00000 0.00000 -0.00000 2.07099e-01 7.31006e-31 -4.9688138370e-01 -2.8978242637e-01 8.9850163379e-33 
10.000 0.15013 -0.20394 -0.00009 0.04683 0.03653 -0.00007 -7.9584e-04 -4.2282e-05 7.8471e-01 -2.0390e-04 -2.1355e-05 5.1690e-01 0.55708 0.37831 0.65871 -0.00211 -0.00001 0.00031 2.02809e-01 1.91415e-03 -4.9708825628e-01 -2.9236498859e-01 2.7622734951e-06 
20.000 0.01467 0.24899 -0.00029 -0.06036 0.00545 0.00007 -2.5542e-04 5.4542e-06 7.8255e-01 -1.6856e-04 -1.8780e-04 5.1526e-01 0.37861 0.55651 0.65844 0.00442 -0.00024 -0.00009 2.01611e-01 1.87434e-03 -4.9713245454e-01 -2.9364711931e-01 1.2508153373e-07 
30.000 -0.22265 -0.14879 0.00006 0.03143 -0.04695 -0.00001 1.8949e-04 -6.2410e-04 7.8324e-01 -7.6834e-06 -1.5389e-05 5.1587e-01 0.55664 0.37865 0.65863 -0.00734 0.00028 -0.00015 2.02022e-01 1.90468e-03 -4.9710251707e-01 -2.9317544699e-01 1.0165652622e-07 
40.005 0.23920 -0.10472 -0.00021 0.02118 0.05367 -0.00006 -8.7534e-04 -2.6566e-04 7.8427e-01 -2.1805e-04 -1.1482e-04 5.1683e-01 0.37866 0.55692 0.65900 0.00995 0.00005 0.00015 2.02669e-01 1.96502e-03 -4.9705077991e-01 -2.9241631318e-01 1.8941157284e-07 
50.005 -0.08341 0.23866 -0.00016 -0.05577 -0.01879 -0.00001 1.8996e-04 6.0762e-04 7.8425e-01 1.8249e-05 -9.4463e-05 5.1681e-01 0.55636 0.37921 0.65898 -0.01378 -0.00041 -0.00010 2.02655e-01 1.96203e-03 -4.9705263003e-01 -2.9243608582e-01 2.6751260576e-07 
60.005 -0.11430 -0.22837 0.00016 0.05231 -0.02807 0.00000 5.5220e-04 -2.8929e-04 7.8178e-01 -2.8764e-05 -3.0070e-05 5.1470e-01 0.38028 0.55480 0.65837 0.01804 0.00015 -0.00030 2.01189e-01 1.86927e-03 -4.9714750719e-01 -2.9408926631e-01 1.0357626216e-07 
70.005 0.26322 0.04424 -0.00034 -0.00924 0.05626 0.00003 -6.5806e-04 -2.8734e-05 7.8163e-01 -2.3417e-04 6.0031e-05 5.1463e-01 0.55376 0.38136 0.65840 -0.02273 0.00007 0.00017 2.01125e-01 1.87300e-03 -4.9714099794e-01 -2.9414317660e-01 8.5978972433e-08 
80.005 -0.17363 0.19206 -0.00000 -0.04107 -0.04094 0.00005 -2.5804e-04 1.5297e-04 7.8248e-01 -1.1398e-04 -1.4373e-04 5.1544e-01 0.38271 0.55267 0.65873 0.02791 -0.00028 -0.00002 2.01660e-01 1.92401e-03 -4.9709278790e-01 -2.9350867091e-01 1.6057886356e-07 
90.005 0.00017 -0.24707 -0.00022 0.06037 -0.00127 -0.00007 -2.7600e-04 -2.1275e-04 7.8342e-01 -2.4020e-04 1.4142e-04 5.1627e-01 0.55104 0.38454 0.65900 -0.03354 0.00027 -0.00012 2.02229e-01 1.97071e-03 -4.9705453610e-01 -2.9285519871e-01 1.8571121650e-07 
100.005 0.20024 0.17808 -0.00023 -0.03570 0.04379 0.00001 -9.9865e-04 -9.4930e-05 7.8134e-01 -1.8676e-04 -2.7753e-05 5.1445e-01 0.38738 0.54778 0.65842 0.03912 0.00008 0.00026 2.00979e-01 1.87963e-03 -4.9714163043e-01 -2.9428258364e-01 1.1347628448e-07 
110.005 -0.24833 0.08970 0.00010 -0.01745 -0.05486 0.00004 8.4011e-05 4.3460e-04 7.8039e-01 -4.7816e-05 -5.7347e-05 5.1370e-01 0.54434 0.39068 0.65827 -0.04502 -0.00029 -0.00009 2.00443e-01 1.85605e-03 -4.9716512997e-01 -2.9486564846e-01 6.4821604938e-08 
120.005 0.10169 -0.22461 -0.00037 0.05510 0.02620 -0.00007 4.1348e-04 -1.4780e-04 7.8077e-01 -2.3150e-04 1.5338e-04 5.1414e-01 0.39452 0.54068 0.65851 0.05129 0.00027 -0.00050 2.00714e-01 1.89463e-03 -4.9713147482e-01 -2.9452299734e-01 1.8638884360e-07 
130.005 0.09073 0.24530 0.00004 -0.05295 0.02123 0.00002 -4.4787e-04 -3.6056e-04 7.8226e-01 -6.9152e-05 -2.5280e-05 5.1546e-01 0.53639 0.39915 0.65893 -0.05782 0.00012 0.00019 2.01612e-01 1.96201e-03 -4.9706864584e-01 -2.9349470441e-01 1.3191735926e-07 
140.005 -0.25959 -0.05935 0.00002 0.01247 -0.05541 -0.00005 -1.7944e-04 6.5788e-04 7.8112e-01 -5.4559e-05 1.5283e-04 5.1442e-01 0.40488 0.53039 0.65856 0.06366 -0.00024 -0.00003 2.00912e-01 1.90376e-03 -4.9712301410e-01 -2.9430718893e-01 1.7671797094e-07 
150.005 0.19485 -0.16599 -0.00024 0.03803 0.04530 -0.00000 8.4838e-05 7.2229e-05 7.7913e-01 -1.1186e-04 1.6986e-04 5.1278e-01 0.52337 0.41156 0.65814 -0.06927 0.00019 -0.00019 1.99760e-01 1.84159e-03 -4.9718982164e-01 -2.9558854726e-01 8.6401993335e-08 
