# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 1.97772 0.09897 -0.00000 -0.03517 0.70272 0.00000 1.1989e-17 1.5625e-18 3.5500e-01 -1.0588e-22 3.0705e-21 9.2859e-05 0.00015 0.00023 0.00026 -0.00000 0.00000 -0.00000 1.64825e-05 1.01493e-30 -2.3175346634e-04 -2.1527097987e-04 3.4961861263e-32 
10.002 -1.51945 -1.12699 0.00645 0.43376 -0.59279 0.00012 -5.8200e-05 6.5097e-03 3.9136e-01 -6.7045e-07 1.4634e-06 1.0236e-04 0.00018 0.00021 0.00026 -0.00004 0.00000 -0.00000 2.00336e-05 6.20058e-04 -2.3178983330e-04 4.0830145631e-04 1.1160932440e-09 
20.000 0.68359 1.85646 -0.00364 -0.65964 0.24536 0.01035 -6.2803e-05 5.0135e-03 3.4992e-01 4.7228e-07 2.4199e-06 9.1464e-05 0.00023 0.00016 0.00026 -0.00002 0.00000 0.00000 1.60087e-05 6.20073e-04 -2.3179318679e-04 4.0428868449e-04 1.1996405246e-09 
30.000 0.32521 -1.90816 -0.01533 0.70925 0.12016 -0.00981 2.4501e-02 -4.5785e-04 3.9577e-01 6.4910e-06 -1.2012e-06 1.0348e-04 0.00023 0.00015 0.00026 0.00001 -0.00000 0.00000 2.05571e-05 6.20286e-04 -2.3179069370e-04 4.0905276228e-04 1.1505088024e-09 
40.002 -1.31441 1.39722 0.02993 -0.52488 -0.49961 0.00039 -6.2914e-03 -1.0357e-02 3.3781e-01 -1.3040e-06 -2.8663e-06 8.8351e-05 0.00019 0.00019 0.00026 0.00004 -0.00000 0.00000 1.49421e-05 6.20117e-04 -2.3179296279e-04 4.0326627907e-04 1.1632184441e-09 
50.002 1.91009 -0.50519 -0.00449 0.17731 0.68309 0.00922 -5.6829e-04 -1.1966e-02 4.0418e-01 4.5767e-07 -3.5213e-06 1.0569e-04 0.00016 0.00023 0.00026 0.00002 -0.00000 0.00000 2.13800e-05 6.20108e-04 -2.3179050317e-04 4.0969743394e-04 1.0774205217e-09 
60.002 -1.85159 -0.52983 -0.00871 0.19947 -0.69454 -0.00675 -3.4617e-03 -3.7501e-03 3.4338e-01 -2.0444e-06 -1.0097e-06 8.9762e-05 0.00016 0.00023 0.00026 -0.00001 -0.00000 -0.00000 1.54168e-05 6.20222e-04 -2.3179301147e-04 4.0384536443e-04 1.2160571279e-09 
70.002 1.20792 1.48355 0.00739 -0.56595 0.45903 -0.00148 -4.2939e-03 -1.6131e-03 3.8280e-01 -8.4278e-07 5.0819e-07 1.0010e-04 0.00021 0.00017 0.00026 -0.00003 0.00000 0.00000 1.91611e-05 6.20326e-04 -2.3179101447e-04 4.0769609610e-04 1.1677707320e-09 
80.000 -0.30023 -1.94724 0.00457 0.70035 -0.10718 -0.00449 -6.2094e-03 9.1731e-03 3.6029e-01 -1.3494e-06 2.1322e-06 9.4232e-05 0.00023 0.00016 0.00026 -0.00002 0.00000 0.00000 1.69896e-05 6.20137e-04 -2.3179311999e-04 4.0533387929e-04 1.0248516787e-09 
90.000 -0.76966 1.73721 0.00877 -0.67073 -0.29678 0.00621 1.9869e-02 8.0736e-03 3.7013e-01 4.8166e-06 2.2496e-06 9.6818e-05 0.00022 0.00017 0.00026 0.00003 0.00000 0.00000 1.79745e-05 6.20164e-04 -2.3179118033e-04 4.0634704616e-04 1.1926578204e-09 
100.000 1.66339 -1.03118 -0.02680 0.38015 0.60193 0.00157 4.6005e-03 -5.6264e-03 3.7643e-01 1.8862e-06 -2.1077e-06 9.8414e-05 0.00018 0.00021 0.00026 0.00004 -0.00000 0.00000 1.85331e-05 6.20258e-04 -2.3179172727e-04 4.0699893726e-04 1.1452770612e-09 
110.000 -1.94648 0.05238 0.01490 -0.02275 -0.71471 -0.01067 7.6587e-03 -1.2424e-02 3.6243e-01 1.0005e-06 -3.0868e-06 9.4794e-05 0.00015 0.00023 0.00026 0.00001 -0.00000 -0.00000 1.72013e-05 6.20167e-04 -2.3179238805e-04 4.0557558070e-04 1.0753322956e-09 
120.000 1.65531 0.96092 0.01090 -0.37006 0.62400 0.01096 -9.2135e-04 -8.2000e-03 3.7107e-01 1.1866e-07 -1.6590e-06 9.7055e-05 0.00017 0.00021 0.00026 -0.00003 0.00000 -0.00000 1.80140e-05 6.20053e-04 -2.3179119485e-04 4.0627611968e-04 1.1149210552e-09 
130.000 -0.83712 -1.80234 -0.01326 0.63258 -0.30111 0.00292 -7.5144e-03 -1.2994e-02 3.8642e-01 -2.1095e-06 -3.8883e-06 1.0104e-04 0.00022 0.00016 0.00026 -0.00003 -0.00001 -0.00000 1.95556e-05 6.20035e-04 -2.3179147442e-04 4.0779894179e-04 1.0990887438e-09 
140.000 -0.10549 1.91384 0.00613 -0.72548 -0.04388 -0.00399 -1.6870e-02 9.3557e-03 3.4967e-01 -3.8496e-06 2.9373e-06 9.1435e-05 0.00023 0.00015 0.00026 -0.00001 0.00000 0.00000 1.60323e-05 6.20309e-04 -2.3179284615e-04 4.0454817555e-04 1.1411108105e-09 
