# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.72386 0.13631 -0.00000 -0.02751 0.54979 -0.00000 4.2227e-17 7.8940e-20 2.0000e-01 1.2875e-19 -2.8799e-20 2.9500e-03 0.00754 0.01288 0.01475 -0.00000 -0.00000 -0.00000 2.95002e-04 7.31006e-31 -1.0179174960e-02 -9.8841734014e-03 8.9850163379e-33 
10.000 -1.50131 2.03937 0.00089 -0.46833 -0.36532 0.00070 5.5658e-04 -2.4000e-03 2.2820e-01 1.1253e-05 -4.8486e-05 3.3579e-03 0.01141 0.00896 0.01471 0.00237 -0.00012 0.00005 3.83196e-04 1.91415e-03 -1.0192895706e-02 -7.8955476435e-03 2.7622734951e-06 
20.000 -0.14673 -2.48985 0.00293 0.60360 -0.05455 -0.00067 -2.9906e-03 -2.0347e-03 2.7071e-01 -3.3295e-05 4.0140e-06 3.9840e-03 0.01283 0.00753 0.01472 -0.00030 0.00007 0.00002 5.39297e-04 1.87434e-03 -1.0192368364e-02 -7.7787331804e-03 1.2508153373e-07 
30.000 2.22647 1.48789 -0.00063 -0.31428 0.46952 0.00008 -1.8430e-03 2.1608e-03 2.0061e-01 -3.8198e-05 1.3291e-05 2.9506e-03 0.01045 0.00991 0.01471 -0.00265 -0.00006 -0.00007 2.96006e-04 1.90468e-03 -1.0193707146e-02 -7.9930191134e-03 1.0165652622e-07 
40.005 -2.39199 1.04719 0.00206 -0.21181 -0.53675 0.00057 1.6616e-03 1.4827e-03 1.7575e-01 3.0612e-05 1.2330e-05 2.5854e-03 0.00916 0.01121 0.01471 0.00246 -0.00005 0.00007 2.27228e-04 1.96502e-03 -1.0193574572e-02 -8.0013297431e-03 1.8941157284e-07 
50.005 0.83413 -2.38661 0.00162 0.55768 0.18786 0.00010 3.4204e-03 -1.7584e-03 2.9848e-01 4.1320e-05 4.2787e-06 4.3943e-03 0.01264 0.00773 0.01472 0.00104 0.00005 -0.00000 6.55883e-04 1.96203e-03 -1.0191739041e-02 -7.5738276353e-03 2.6751260576e-07 
60.005 1.14296 2.28369 -0.00157 -0.52311 0.28067 -0.00004 -4.6695e-04 -4.0064e-03 2.2122e-01 -8.7674e-06 -6.5456e-05 3.2545e-03 0.01272 0.00765 0.01471 -0.00081 -0.00016 -0.00003 3.60108e-04 1.86927e-03 -1.0193325465e-02 -7.9639476832e-03 1.0357626216e-07 
70.005 -2.63223 -0.44242 0.00340 0.09240 -0.56259 -0.00034 8.4194e-04 1.0587e-03 1.6505e-01 6.8818e-06 4.9131e-06 2.4273e-03 0.00752 0.01284 0.01471 -0.00016 -0.00005 0.00000 2.00317e-04 1.87300e-03 -1.0193985652e-02 -8.1206649263e-03 8.5978972433e-08 
80.005 1.73629 -1.92064 0.00001 0.41071 0.40936 -0.00054 1.0791e-03 -4.2347e-04 2.6189e-01 5.6572e-07 4.0228e-05 3.8530e-03 0.01122 0.00915 0.01471 0.00246 0.00016 -0.00004 5.04515e-04 1.92401e-03 -1.0192536483e-02 -7.7640119001e-03 1.6057886356e-07 
90.005 -0.00170 2.47073 0.00224 -0.60371 0.01273 0.00072 2.8059e-03 3.8566e-03 2.5152e-01 4.7194e-05 7.3552e-06 3.7018e-03 0.01278 0.00759 0.01472 0.00063 -0.00009 0.00004 4.65622e-04 1.97071e-03 -1.0192278389e-02 -7.7559483378e-03 1.8571121650e-07 
