# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.07921 0.00000 0.00000 0.00000 0.68664 0.00000 -1.2921e-17 1.9606e-18 5.0000e-01 -1.1858e-20 -1.0588e-21 1.4508e-04 0.00020 0.00027 0.00029 0.00000 -0.00000 -0.00000 3.62697e-05 6.76333e-31 -1.9466027509e-04 -1.5839061187e-04 1.0165567075e-32 
10.002 -1.96693 -0.51711 -0.00501 0.18077 -0.68724 0.00067 3.2099e-04 -1.1274e-03 1.8789e-01 3.0042e-08 -3.8306e-07 5.4473e-05 0.00021 0.00026 0.00029 -0.00003 -0.00000 -0.00000 5.11774e-06 9.08922e-04 -1.9483843546e-04 7.1920112655e-04 4.7379405734e-07 
20.000 1.87467 0.94125 0.00074 -0.30977 0.60795 -0.00156 -1.6824e-03 5.3970e-03 4.4049e-01 -9.5047e-07 1.7316e-06 1.2778e-04 0.00020 0.00027 0.00029 -0.00001 0.00000 -0.00000 2.81492e-05 9.28172e-04 -1.9480521711e-04 7.6151563968e-04 2.5054929717e-09 
30.000 -1.38412 -1.44833 -0.00193 0.50995 -0.50858 0.00167 1.1685e-03 -3.5626e-03 2.8024e-01 6.4345e-07 -3.4881e-07 8.1262e-05 0.00026 0.00021 0.00029 -0.00003 0.00000 0.00000 1.13876e-05 9.27872e-04 -1.9482388115e-04 7.4443616453e-04 1.0730097894e-09 
40.002 1.29571 1.67902 -0.00336 -0.54841 0.39593 -0.00103 4.5517e-04 1.5415e-03 3.3541e-01 -2.8043e-07 -1.1719e-07 9.7248e-05 0.00022 0.00024 0.00029 -0.00003 -0.00000 -0.00000 1.63090e-05 9.27805e-04 -1.9482538878e-04 7.4928844817e-04 6.8267197028e-10 
50.002 -0.53515 -1.94481 -0.00260 0.68127 -0.20220 0.00102 6.5218e-04 5.2118e-03 3.9239e-01 -9.6245e-08 1.6509e-06 1.1386e-04 0.00027 0.00020 0.00029 -0.00001 0.00000 -0.00000 2.23430e-05 9.28183e-04 -1.9479800128e-04 7.5572829935e-04 1.0729603691e-09 
60.002 0.26812 2.08913 -0.00180 -0.67895 0.07505 -0.00126 3.8261e-03 -5.4401e-03 2.5406e-01 1.0841e-06 -1.1782e-06 7.3663e-05 0.00027 0.00020 0.00029 -0.00001 -0.00000 -0.00000 9.36256e-06 9.27894e-04 -1.9483361307e-04 7.4242248929e-04 7.3579330135e-10 
70.002 0.45001 -1.96557 0.00015 0.69549 0.14797 0.00148 -1.2680e-03 -4.7718e-03 4.5419e-01 -5.0343e-08 -8.9832e-07 1.3182e-04 0.00027 0.00020 0.00029 0.00001 0.00000 0.00000 2.99381e-05 9.28148e-04 -1.9478798920e-04 7.6329779228e-04 1.2938100466e-09 
80.000 -0.78444 1.93778 -0.00539 -0.63479 -0.26971 -0.00064 -9.6767e-03 3.8320e-03 2.2935e-01 -2.2168e-06 4.4275e-07 6.6493e-05 0.00024 0.00022 0.00029 0.00004 -0.00000 -0.00000 7.63665e-06 9.27294e-04 -1.9483586257e-04 7.4009487767e-04 9.0169966723e-10 
90.000 1.32093 -1.59458 0.00012 0.53910 0.43195 -0.00028 6.9631e-03 5.9557e-03 4.2919e-01 1.4840e-06 2.0896e-06 1.2448e-04 0.00027 0.00020 0.00029 0.00002 0.00000 -0.00000 2.67255e-05 9.28258e-04 -1.9480842719e-04 7.6017530632e-04 1.6265595439e-09 
100.000 -1.60538 1.23723 -0.00355 -0.43500 -0.56273 0.00043 9.1090e-03 -3.6758e-03 2.9211e-01 2.2786e-06 -8.4884e-07 8.4711e-05 0.00020 0.00027 0.00029 0.00001 0.00000 0.00000 1.23845e-05 9.27790e-04 -1.9482701973e-04 7.4534752421e-04 8.5506167440e-10 
