# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 -0.02970 -0.00000 0.00000 0.00000 -0.00574 0.00000 2.3829e-17 -1.7905e-17 8.0000e-01 4.3368e-18 -8.1315e-18 3.9593e-01 0.42951 0.45172 0.49491 0.00000 -0.00000 -0.00000 1.58371e-01 7.26638e-31 -5.3646945313e-01 -3.7809799383e-01 7.5789098037e-33 
10.002 0.01105 -0.02720 0.00000 0.00538 0.00222 0.00000 -1.0173e-04 2.5080e-05 7.9732e-01 3.9737e-06 4.7811e-07 3.9593e-01 0.44835 0.42637 0.49657 0.00274 -0.00001 0.00006 1.57840e-01 8.55647e-04 -5.3763769787e-01 -3.7894183255e-01 2.7925619915e-07 
20.000 0.02030 0.02117 0.00001 -0.00418 0.00405 0.00000 7.4615e-05 -3.7325e-05 7.9733e-01 4.3467e-06 3.1873e-06 3.9592e-01 0.42731 0.44741 0.49656 -0.00520 0.00003 -0.00003 1.57839e-01 8.51473e-04 -5.3763875557e-01 -3.7894827822e-01 7.2562292468e-10 
30.000 -0.02765 0.01057 0.00000 -0.00209 -0.00538 -0.00000 -2.8953e-05 9.2880e-05 7.9732e-01 9.3815e-07 4.4374e-06 3.9591e-01 0.44589 0.42883 0.49655 0.00743 -0.00004 0.00002 1.57834e-01 8.50969e-04 -5.3763888369e-01 -3.7895359020e-01 2.9674536264e-10 
40.002 0.00036 -0.02949 0.00000 0.00579 0.00012 0.00000 -1.7742e-05 -7.3676e-05 7.9731e-01 1.0967e-06 -3.6531e-07 3.9591e-01 0.43086 0.44387 0.49655 -0.00925 0.00004 0.00001 1.57832e-01 8.50908e-04 -5.3763892254e-01 -3.7895640728e-01 4.6534072392e-10 
50.002 0.02657 0.01224 0.00001 -0.00242 0.00532 -0.00000 4.5983e-05 6.5337e-05 7.9731e-01 4.8676e-06 2.7857e-06 3.9591e-01 0.44150 0.43322 0.49655 0.01053 -0.00003 -0.00002 1.57831e-01 8.50886e-04 -5.3763894442e-01 -3.7895739098e-01 3.4628711376e-10 
60.002 -0.02190 0.01988 0.00000 -0.00390 -0.00427 -0.00000 -7.4682e-05 -3.6989e-05 7.9731e-01 -1.9202e-07 2.7125e-06 3.9591e-01 0.43583 0.43890 0.49655 -0.01120 0.00002 0.00004 1.57832e-01 8.50845e-04 -5.3763897072e-01 -3.7895641469e-01 4.3257132925e-10 
70.002 -0.01029 -0.02769 -0.00000 0.00543 -0.00199 0.00000 8.8642e-05 -1.3470e-05 7.9732e-01 4.1904e-06 -9.6511e-07 3.9591e-01 0.43621 0.43851 0.49655 0.01125 0.00000 -0.00004 1.57833e-01 8.50885e-04 -5.3763898332e-01 -3.7895473058e-01 4.6197184662e-10 
80.000 0.02920 0.00150 0.00001 -0.00032 0.00584 0.00000 -5.1954e-05 4.5820e-05 7.9732e-01 4.4896e-06 5.2829e-06 3.9591e-01 0.44111 0.43362 0.49655 -0.01068 -0.00002 0.00003 1.57836e-01 8.51004e-04 -5.3763894670e-01 -3.7895180458e-01 3.5128419878e-10 
90.000 -0.01330 0.02638 0.00000 -0.00518 -0.00256 -0.00000 4.8933e-05 -6.3226e-05 7.9733e-01 6.9369e-08 2.5530e-06 3.9592e-01 0.43120 0.44352 0.49655 0.00949 0.00004 -0.00003 1.57840e-01 8.51074e-04 -5.3763884445e-01 -3.7894799014e-01 4.5532138763e-10 
100.000 -0.01971 -0.02206 -0.00000 0.00433 -0.00382 0.00000 1.0110e-05 8.5160e-05 7.9734e-01 2.4540e-06 -1.2681e-07 3.9592e-01 0.44560 0.42913 0.49655 -0.00777 -0.00005 -0.00000 1.57842e-01 8.51150e-04 -5.3763872563e-01 -3.7894514442e-01 3.1380796244e-10 
100.000 -0.01971 -0.02206 -0.00000 0.00433 -0.00382 0.00000 1.0042e-05 8.5222e-05 7.9734e-01 2.4288e-06 -1.1297e-07 3.9592e-01 0.44560 0.42913 0.49655 -0.00777 -0.00005 -0.00000 1.57842e-01 8.51136e-04 -5.3763874875e-01 -3.7894518196e-01 3.1762479904e-10 
110.000 0.02776 -0.00937 0.00001 0.00185 0.00552 0.00000 -2.7297e-05 -5.7613e-05 7.9734e-01 4.1058e-06 1.1320e-06 3.9593e-01 0.42752 0.44720 0.49656 0.00560 0.00003 0.00002 1.57844e-01 8.51193e-04 -5.3763862729e-01 -3.7894317839e-01 5.3909369174e-10 
120.000 -0.00280 0.02926 0.00001 -0.00579 -0.00051 -0.00000 6.6278e-05 5.8509e-05 7.9734e-01 4.2399e-06 3.6628e-06 3.9592e-01 0.44825 0.42648 0.49655 -0.00311 -0.00003 -0.00003 1.57844e-01 8.51151e-04 -5.3763861582e-01 -3.7894393408e-01 2.7707723208e-10 
130.000 -0.02640 -0.01361 -0.00000 0.00264 -0.00511 -0.00000 -8.6208e-05 -1.6773e-06 7.9734e-01 1.2094e-07 3.1048e-06 3.9592e-01 0.42605 0.44867 0.49655 0.00045 0.00000 0.00005 1.57841e-01 8.51040e-04 -5.3763868520e-01 -3.7894642702e-01 4.3953291435e-10 
140.000 0.02233 -0.01896 0.00001 0.00376 0.00446 -0.00000 6.9899e-05 -3.8894e-05 7.9733e-01 2.1502e-06 -2.1625e-06 3.9592e-01 0.44845 0.42627 0.49655 0.00224 0.00002 -0.00004 1.57838e-01 8.51035e-04 -5.3763878799e-01 -3.7894999703e-01 2.7125626476e-10 
150.000 0.00815 0.02819 0.00001 -0.00558 0.00165 -0.00000 -3.7102e-05 5.8416e-05 7.9732e-01 7.3018e-06 2.9822e-06 3.9591e-01 0.42711 0.44761 0.49655 -0.00479 -0.00003 0.00003 1.57833e-01 8.50956e-04 -5.3763895333e-01 -3.7895518474e-01 4.8891443864e-10 
160.000 -0.02944 -0.00331 -0.00000 0.00062 -0.00574 -0.00000 1.7978e-05 -7.5371e-05 7.9731e-01 -2.3395e-07 4.8397e-06 3.9591e-01 0.44618 0.42854 0.49655 0.00707 0.00005 -0.00001 1.57829e-01 8.50901e-04 -5.3763908738e-01 -3.7895902640e-01 2.7606772139e-10 
170.000 0.01386 -0.02596 0.00001 0.00510 0.00278 0.00000 3.6777e-05 6.6642e-05 7.9730e-01 2.0639e-06 -2.3115e-06 3.9590e-01 0.43046 0.44426 0.49655 -0.00896 -0.00004 -0.00002 1.57827e-01 8.50878e-04 -5.3763915928e-01 -3.7896134480e-01 4.1893042716e-10 
180.000 0.01787 0.02317 0.00001 -0.00461 0.00359 -0.00000 -3.7178e-05 -4.2666e-05 7.9730e-01 5.5745e-06 3.8082e-06 3.9590e-01 0.44196 0.43277 0.49655 0.01034 0.00003 0.00003 1.57828e-01 8.50898e-04 -5.3763915016e-01 -3.7896059193e-01 3.4845733360e-10 
190.000 -0.02861 0.00760 0.00000 -0.00149 -0.00558 0.00000 7.7939e-05 3.0292e-05 7.9731e-01 -4.8588e-07 1.0942e-06 3.9591e-01 0.43534 0.43938 0.49655 -0.01113 -0.00001 -0.00004 1.57832e-01 8.50904e-04 -5.3763905067e-01 -3.7895619765e-01 4.0693613423e-10 
200.000 0.00357 -0.02930 0.00000 0.00574 0.00074 0.00000 -6.5390e-05 2.3899e-05 7.9733e-01 6.0823e-06 -1.0708e-06 3.9592e-01 0.43670 0.43802 0.49655 0.01130 -0.00001 0.00004 1.57837e-01 8.50995e-04 -5.3763890858e-01 -3.7895069743e-01 4.2582141219e-10 
