# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 0.01540 -0.02553 -0.00003 0.00494 0.00298 -0.00001 -4.7848e-05 5.8301e-06 7.9710e-01 -2.3430e-05 2.5588e-06 3.8833e-01 0.44598 0.42510 0.48718 -0.00153 0.00000 -0.00000 1.54770e-01 9.25654e-04 -5.3947942137e-01 -3.8378378128e-01 8.3689924271e-11 
10.002 0.01847 0.02355 -0.00001 -0.00451 0.00357 0.00001 -4.8525e-05 3.0583e-05 7.9709e-01 -2.3422e-05 1.4868e-05 3.8832e-01 0.42504 0.44604 0.48718 -0.00097 0.00000 -0.00000 1.54766e-01 9.25562e-04 -5.3947957359e-01 -3.8378841080e-01 8.2303452425e-11 
20.000 -0.02846 0.00953 0.00006 -0.00181 -0.00544 0.00000 -6.9245e-05 2.3135e-05 7.9708e-01 -3.3711e-05 1.1355e-05 3.8832e-01 0.44554 0.42554 0.48718 0.00334 0.00000 -0.00000 1.54762e-01 9.25484e-04 -5.3947968935e-01 -3.8379224113e-01 8.0077471634e-11 
30.000 0.00090 -0.02979 -0.00000 0.00578 0.00019 -0.00001 -5.4943e-05 5.7553e-06 7.9708e-01 -2.6722e-05 2.8493e-06 3.8832e-01 0.42659 0.44449 0.48717 -0.00557 -0.00000 -0.00000 1.54759e-01 9.25455e-04 -5.3947979138e-01 -3.8379520365e-01 8.1872180823e-11 
40.002 0.02752 0.01161 -0.00002 -0.00222 0.00533 0.00001 -4.0967e-05 2.6396e-05 7.9708e-01 -2.0123e-05 1.3025e-05 3.8832e-01 0.44294 0.42814 0.48717 0.00751 0.00000 -0.00000 1.54758e-01 9.25444e-04 -5.3947985154e-01 -3.8379592375e-01 8.4590536339e-11 
50.002 -0.02033 0.02214 0.00006 -0.00422 -0.00388 0.00000 -6.3041e-05 3.4087e-05 7.9708e-01 -3.0873e-05 1.6274e-05 3.8832e-01 0.43008 0.44100 0.48717 -0.00902 0.00000 -0.00000 1.54760e-01 9.25463e-04 -5.3947983913e-01 -3.8379417396e-01 7.9086628592e-11 
60.002 -0.01387 -0.02642 0.00003 0.00513 -0.00265 -0.00001 -6.2982e-05 1.1443e-05 7.9709e-01 -3.0277e-05 5.4210e-06 3.8832e-01 0.43876 0.43232 0.48718 0.01004 0.00000 -0.00000 1.54763e-01 9.25550e-04 -5.3947977103e-01 -3.8379093671e-01 8.3408857080e-11 
70.002 0.02958 -0.00327 -0.00003 0.00065 0.00575 0.00000 -3.9021e-05 2.0889e-05 7.9710e-01 -1.8836e-05 1.0616e-05 3.8833e-01 0.43473 0.43634 0.48718 -0.01052 0.00000 -0.00000 1.54768e-01 9.25650e-04 -5.3947965155e-01 -3.8378607312e-01 8.6623609083e-11 
80.000 -0.00726 0.02916 0.00005 -0.00556 -0.00137 0.00001 -5.5504e-05 3.9295e-05 7.9711e-01 -2.7456e-05 1.9262e-05 3.8833e-01 0.43392 0.43716 0.48718 0.01042 0.00000 -0.00000 1.54771e-01 9.25692e-04 -5.3947955212e-01 -3.8378245135e-01 8.5522317515e-11 
90.000 -0.02507 -0.01643 0.00004 0.00318 -0.00479 -0.00001 -6.3771e-05 1.8773e-05 7.9711e-01 -3.1223e-05 8.7298e-06 3.8833e-01 0.43954 0.43154 0.48718 -0.00977 0.00000 -0.00000 1.54773e-01 9.25746e-04 -5.3947947874e-01 -3.8378036487e-01 8.9877850837e-11 
