# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 0.015403 -0.025529 -0.000033 0.004944 0.002984 -0.000006 -4.784778e-05 5.830066e-06 7.971043e-01 -2.342990e-05 2.558815e-06 3.883306e-01 4.459784e-01 4.251011e-01 4.871766e-01 -1.528817e-03 9.154766e-09 -2.611840e-06 1.54770e-01 9.25654e-04 -5.3947942137e-01 -3.8378378128e-01 8.3689924271e-11 
10.002 0.018470 0.023550 -0.000010 -0.004512 0.003572 0.000009 -4.852572e-05 3.058383e-05 7.970937e-01 -2.342236e-05 1.486852e-05 3.883247e-01 4.250366e-01 4.460426e-01 4.871758e-01 -9.660158e-04 1.480318e-06 -3.472127e-06 1.54766e-01 9.25563e-04 -5.3947957356e-01 -3.8378841077e-01 8.2328894685e-11 
20.000 -0.028456 0.009516 0.000057 -0.001813 -0.005446 0.000000 -6.925321e-05 2.312856e-05 7.970848e-01 -3.371494e-05 1.135153e-05 3.883199e-01 4.455412e-01 4.255377e-01 4.871752e-01 3.340954e-03 2.183998e-06 -3.684748e-06 1.54762e-01 9.25484e-04 -5.3947968947e-01 -3.8379224986e-01 8.0169805305e-11 
30.000 0.000938 -0.029777 -0.000005 0.005779 0.000197 -0.000008 -5.492671e-05 5.742883e-06 7.970778e-01 -2.671357e-05 2.843518e-06 3.883162e-01 4.265851e-01 4.444934e-01 4.871748e-01 -5.566006e-03 -1.866642e-08 -4.078264e-06 1.54759e-01 9.25456e-04 -5.3947979186e-01 -3.8379522202e-01 8.2007957676e-11 
40.002 0.027488 0.011663 -0.000019 -0.002231 0.005322 0.000006 -4.096136e-05 2.642055e-05 7.970764e-01 -2.012170e-05 1.303826e-05 3.883153e-01 4.429366e-01 4.281418e-01 4.871745e-01 7.511417e-03 2.552070e-06 -2.731076e-06 1.54758e-01 9.25445e-04 -5.3947985184e-01 -3.8379592875e-01 8.4735974200e-11 
50.002 -0.020394 0.022070 0.000062 -0.004206 -0.003894 0.000004 -6.307460e-05 3.407660e-05 7.970808e-01 -3.089128e-05 1.626715e-05 3.883175e-01 4.300823e-01 4.409961e-01 4.871747e-01 -9.020999e-03 8.412007e-07 -4.336583e-06 1.54760e-01 9.25465e-04 -5.3947983867e-01 -3.8379414944e-01 7.9280309456e-11 
60.002 -0.013736 -0.026474 0.000025 0.005140 -0.002625 -0.000010 -6.293705e-05 1.138815e-05 7.970884e-01 -3.025241e-05 5.392247e-06 3.883217e-01 4.387586e-01 4.323199e-01 4.871752e-01 1.004107e-02 1.381127e-06 -3.453306e-06 1.54763e-01 9.25553e-04 -5.3947976904e-01 -3.8379085715e-01 8.3716916873e-11 
70.002 0.029588 -0.003072 -0.000026 0.000611 0.005753 0.000003 -3.897553e-05 2.099659e-05 7.970999e-01 -1.881252e-05 1.067087e-05 3.883278e-01 4.347342e-01 4.363446e-01 4.871759e-01 -1.051640e-02 1.379049e-06 -2.067135e-06 1.54768e-01 9.25654e-04 -5.3947964808e-01 -3.8378594547e-01 8.7012661260e-11 
80.000 -0.007501 0.029081 0.000052 -0.005551 -0.001417 0.000007 -5.565586e-05 3.927647e-05 7.971085e-01 -2.753107e-05 1.925447e-05 3.883324e-01 4.339173e-01 4.371618e-01 4.871763e-01 1.042444e-02 3.342683e-06 -4.755273e-06 1.54772e-01 9.25697e-04 -5.3947954835e-01 -3.8378233191e-01 8.6003528468e-11 
90.000 -0.024867 -0.016682 0.000040 0.003229 -0.004753 -0.000009 -6.364677e-05 1.857600e-05 7.971131e-01 -3.116443e-05 8.633082e-06 3.883350e-01 4.395364e-01 4.315429e-01 4.871767e-01 -9.765922e-03 -6.057790e-09 -3.773545e-06 1.54773e-01 9.25751e-04 -5.3947947508e-01 -3.8378027798e-01 9.0450237867e-11 
