# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 -1.54028 2.55288 0.00333 -0.49436 -0.29837 0.00061 -1.9622e-02 2.7018e-02 1.8706e-01 -2.3417e-06 4.5882e-06 5.3643e-05 0.00024 0.00022 0.00029 0.00004 -0.00000 0.00001 5.10217e-06 9.25654e-04 -1.9486218034e-04 7.3589368276e-04 8.3689924271e-11 
10.002 -1.84707 -2.35513 0.00102 0.45119 -0.35721 -0.00094 -1.3179e-02 -1.9824e-02 1.8189e-01 -2.6192e-06 -1.9959e-06 5.1545e-05 0.00024 0.00023 0.00028 -0.00004 0.00001 -0.00000 4.72476e-06 9.25299e-04 -1.9486393170e-04 7.3515978774e-04 8.1548089662e-11 
20.000 2.84593 -0.95293 -0.00572 0.18149 0.54441 -0.00002 1.6032e-02 -6.7773e-04 2.0414e-01 2.0601e-06 -1.4293e-06 5.7392e-05 0.00021 0.00027 0.00028 0.00003 -0.00001 -0.00001 5.87488e-06 9.24957e-04 -1.9486150237e-04 7.3597086607e-04 7.9358779758e-11 
30.000 -0.08978 2.97886 0.00047 -0.57781 -0.01889 0.00082 5.7058e-05 -3.6038e-03 1.9620e-01 1.9753e-06 -8.2799e-07 5.5003e-05 0.00028 0.00020 0.00028 0.00001 -0.00000 0.00001 5.39730e-06 9.24667e-04 -1.9486141286e-04 7.3520279769e-04 8.1380948023e-11 
40.002 -2.75248 -1.16024 0.00194 0.22184 -0.53262 -0.00064 1.5189e-02 -2.1021e-03 1.7982e-01 2.1741e-06 4.5417e-07 5.0648e-05 0.00021 0.00026 0.00028 -0.00003 0.00001 -0.00001 4.56967e-06 9.24397e-04 -1.9486335367e-04 7.3410326661e-04 8.4488456923e-11 
50.002 2.03268 -2.21534 -0.00617 0.42184 0.38778 -0.00043 -1.2610e-02 1.5508e-02 1.9327e-01 -3.0108e-06 1.0753e-06 5.4897e-05 0.00024 0.00023 0.00028 0.00004 -0.00001 -0.00000 5.33238e-06 9.24160e-04 -1.9486228150e-04 7.3463044385e-04 7.9301342212e-11 
60.002 1.38882 2.64186 -0.00252 -0.51237 0.26519 0.00097 -1.7565e-02 -2.8702e-02 2.0478e-01 -2.2597e-06 -4.9008e-06 5.8842e-05 0.00025 0.00021 0.00029 -0.00003 0.00000 0.00001 6.11486e-06 9.23993e-04 -1.9485937325e-04 7.3524852945e-04 8.4087956783e-11 
70.002 -2.95850 0.32944 0.00264 -0.06535 -0.57459 -0.00027 3.1400e-02 -2.2157e-03 1.9886e-01 4.4363e-06 -8.0820e-07 5.7118e-05 0.00020 0.00027 0.00029 0.00000 -0.00000 -0.00001 5.74988e-06 9.23837e-04 -1.9485895735e-04 7.3472820976e-04 8.7678998576e-11 
80.000 0.72330 -2.91737 -0.00514 0.55622 0.13630 -0.00072 -1.0954e-02 2.6328e-02 1.9071e-01 -7.0261e-07 4.4250e-06 5.4337e-05 0.00027 0.00020 0.00029 0.00002 -0.00000 0.00001 5.24332e-06 9.23619e-04 -1.9486000693e-04 7.3400206638e-04 8.6776459158e-11 
90.000 2.50929 1.63972 -0.00403 -0.31679 0.47891 0.00085 -1.1618e-02 -9.3126e-03 1.8888e-01 -2.4908e-06 9.5461e-08 5.3212e-05 0.00022 0.00025 0.00028 -0.00004 0.00001 -0.00000 5.03942e-06 9.23410e-04 -1.9486041201e-04 7.3358889498e-04 9.0314133081e-11 
100.000 -2.40887 1.74582 0.00345 -0.33965 -0.46829 0.00008 8.4809e-03 2.5046e-03 1.9554e-01 7.4695e-07 -5.3971e-07 5.4798e-05 0.00023 0.00025 0.00028 0.00004 -0.00001 -0.00001 5.36020e-06 9.23191e-04 -1.9485981850e-04 7.3369108180e-04 9.3471390434e-11 
110.000 -0.77692 -2.89427 -0.00220 0.55384 -0.15221 -0.00091 -2.0008e-03 -7.4393e-03 1.9674e-01 1.6134e-06 -1.4415e-06 5.5168e-05 0.00027 0.00020 0.00028 -0.00002 0.00000 0.00001 5.43068e-06 9.22891e-04 -1.9486036430e-04 7.3346168437e-04 8.7931862002e-11 
120.000 2.99615 0.22445 -0.00458 -0.04397 0.57136 0.00049 2.3200e-02 -3.4294e-03 1.8581e-01 3.6265e-06 4.6832e-07 5.2534e-05 0.00020 0.00027 0.00028 -0.00001 0.00001 -0.00001 4.92200e-06 9.22597e-04 -1.9486202398e-04 7.3265677048e-04 8.4866524085e-11 
130.000 -1.23786 2.70949 0.00348 -0.52538 -0.24107 0.00053 -7.9740e-03 2.5554e-02 1.8980e-01 -1.8656e-06 3.0172e-06 5.4143e-05 0.00026 0.00021 0.00029 0.00003 -0.00001 -0.00000 5.18411e-06 9.22323e-04 -1.9486234885e-04 7.3264500484e-04 8.6660490612e-11 
140.000 -2.08397 -2.13809 0.00079 0.41073 -0.40480 -0.00091 -2.3937e-02 -2.5605e-02 2.0828e-01 -3.3939e-06 -4.0593e-06 5.9920e-05 0.00023 0.00023 0.00029 -0.00004 0.00001 0.00001 6.33260e-06 9.21997e-04 -1.9486034077e-04 7.3346906592e-04 8.9266549521e-11 
