# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 -1.54028 2.55288 0.00333 -0.49436 -0.29837 0.00061 -1.9622e-02 2.7018e-02 1.8706e-01 -2.3417e-06 4.5882e-06 5.3643e-05 0.00024 0.00022 0.00029 0.00004 -0.00000 0.00001 5.10217e-06 9.25654e-04 -1.9486218034e-04 7.3589368276e-04 8.3689924271e-11 
10.002 -1.84708 -2.35514 0.00102 0.45118 -0.35721 -0.00094 -1.3179e-02 -1.9823e-02 1.8189e-01 -2.6192e-06 -1.9959e-06 5.1545e-05 0.00024 0.00023 0.00028 -0.00004 0.00001 -0.00000 4.72478e-06 9.25562e-04 -1.9486393161e-04 7.3542323384e-04 8.2298350124e-11 
20.000 2.84595 -0.95303 -0.00572 0.18151 0.54439 -0.00002 1.6032e-02 -6.7804e-04 2.0413e-01 2.0600e-06 -1.4293e-06 5.7391e-05 0.00021 0.00027 0.00028 0.00003 -0.00001 -0.00001 5.87474e-06 9.25484e-04 -1.9486150268e-04 7.3649698380e-04 8.0060246446e-11 
30.000 -0.08956 2.97891 0.00047 -0.57780 -0.01884 0.00082 5.6627e-05 -3.6029e-03 1.9619e-01 1.9751e-06 -8.2803e-07 5.5001e-05 0.00028 0.00020 0.00028 0.00001 -0.00000 0.00001 5.39695e-06 9.25455e-04 -1.9486141406e-04 7.3599038537e-04 8.1850636793e-11 
40.002 -2.75264 -1.15998 0.00194 0.22176 -0.53265 -0.00064 1.5187e-02 -2.1050e-03 1.7981e-01 2.1740e-06 4.5371e-07 5.0647e-05 0.00021 0.00026 0.00028 -0.00003 0.00001 -0.00001 4.56954e-06 9.25444e-04 -1.9486335792e-04 7.3514981999e-04 8.4565584083e-11 
50.002 2.03235 -2.21577 -0.00617 0.42193 0.38768 -0.00044 -1.2607e-02 1.5509e-02 1.9326e-01 -3.0106e-06 1.0757e-06 5.4895e-05 0.00024 0.00023 0.00028 0.00004 -0.00001 -0.00000 5.33184e-06 9.25463e-04 -1.9486229051e-04 7.3593220111e-04 7.9048771428e-11 
60.002 1.38961 2.64150 -0.00252 -0.51231 0.26536 0.00097 -1.7573e-02 -2.8698e-02 2.0475e-01 -2.2612e-06 -4.9007e-06 5.8832e-05 0.00025 0.00021 0.00029 -0.00003 0.00000 0.00001 6.11303e-06 9.25549e-04 -1.9485938748e-04 7.3680274577e-04 8.3354921528e-11 
70.002 -2.95840 0.33048 0.00264 -0.06555 -0.57461 -0.00027 3.1401e-02 -2.2310e-03 1.9884e-01 4.4365e-06 -8.1028e-07 5.7111e-05 0.00020 0.00027 0.00029 0.00000 -0.00000 -0.00001 5.74856e-06 9.25650e-04 -1.9485896896e-04 7.3653915904e-04 8.6561458899e-11 
80.000 0.72196 -2.91782 -0.00514 0.55629 0.13609 -0.00072 -1.0941e-02 2.6334e-02 1.9070e-01 -7.0040e-07 4.4256e-06 5.4336e-05 0.00027 0.00020 0.00029 0.00002 -0.00000 0.00001 5.24314e-06 9.25691e-04 -1.9486001067e-04 7.3607453158e-04 8.5434286340e-11 
90.000 2.51049 1.63812 -0.00404 -0.31657 0.47907 0.00086 -1.1626e-02 -9.3027e-03 1.8885e-01 -2.4913e-06 9.7607e-08 5.3203e-05 0.00022 0.00025 0.00028 -0.00004 0.00001 -0.00000 5.03765e-06 9.25746e-04 -1.9486041283e-04 7.3592281570e-04 8.9774993077e-11 
