# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 -0.02970 0.00000 0.00000 0.00000 -0.00574 0.00000 -7.0836e-18 -2.0255e-18 8.0000e-01 -6.4185e-17 2.8189e-17 3.8463e-01 0.44081 0.44963 0.48078 0.00000 0.00000 -0.00000 1.53851e-01 2.06406e-31 -5.3619779583e-01 -3.8234684947e-01 6.5225743676e-33 
10.002 0.01095 -0.02733 -0.00001 0.00538 0.00217 -0.00000 -6.5473e-05 -1.2748e-04 7.9711e-01 -4.8465e-06 5.0400e-06 3.8463e-01 0.44565 0.43700 0.48253 0.00103 0.00008 0.00003 1.53294e-01 9.64539e-04 -5.3754632039e-01 -3.8328750152e-01 5.1530113309e-07 
20.000 0.02095 0.02075 -0.00001 -0.00407 0.00412 0.00000 1.2786e-04 5.5803e-05 7.9717e-01 -9.0870e-06 -1.3748e-06 3.8462e-01 0.43734 0.44535 0.48248 -0.00200 -0.00003 -0.00008 1.53305e-01 9.51419e-04 -5.3754725303e-01 -3.8329082514e-01 1.9973759306e-09 
30.000 -0.02725 0.01158 0.00000 -0.00228 -0.00531 0.00000 -1.3057e-04 6.2775e-05 7.9717e-01 -8.0589e-07 -3.4060e-06 3.8462e-01 0.44477 0.43792 0.48248 0.00288 -0.00004 0.00007 1.53303e-01 9.51226e-04 -5.3754735374e-01 -3.8329301809e-01 2.0172712971e-10 
40.002 -0.00086 -0.02957 -0.00001 0.00577 -0.00013 -0.00000 3.3972e-05 -1.2016e-04 7.9716e-01 -2.4514e-06 5.4168e-06 3.8462e-01 0.43870 0.44399 0.48248 -0.00361 0.00007 -0.00002 1.53302e-01 9.51323e-04 -5.3754734991e-01 -3.8329395863e-01 3.3344158024e-10 
50.002 0.02736 0.01070 -0.00001 -0.00210 0.00542 0.00000 4.3508e-05 1.2425e-04 7.9716e-01 -9.3730e-06 -6.8562e-07 3.8462e-01 0.44308 0.43961 0.48248 0.00412 -0.00007 -0.00004 1.53302e-01 9.51394e-04 -5.3754728222e-01 -3.8329398593e-01 2.1258780362e-10 
60.002 -0.02044 0.02145 -0.00000 -0.00418 -0.00397 0.00000 -1.4712e-04 -4.6700e-05 7.9716e-01 -4.0550e-07 -2.7176e-06 3.8462e-01 0.44061 0.44207 0.48248 -0.00441 0.00002 0.00008 1.53302e-01 9.51352e-04 -5.3754719953e-01 -3.8329373422e-01 3.3641087406e-10 
70.002 -0.01238 -0.02687 -0.00000 0.00525 -0.00241 -0.00000 1.1813e-04 -7.9455e-05 7.9716e-01 -3.8313e-06 5.7777e-06 3.8462e-01 0.44103 0.44166 0.48248 0.00446 0.00005 -0.00007 1.53302e-01 9.51295e-04 -5.3754712602e-01 -3.8329376321e-01 2.4838054217e-10 
80.000 0.02938 -0.00127 -0.00002 0.00023 0.00580 -0.00000 -2.8103e-05 1.4370e-04 7.9716e-01 -9.2602e-06 -1.5609e-06 3.8462e-01 0.44268 0.44001 0.48248 -0.00427 -0.00008 0.00000 1.53302e-01 9.51225e-04 -5.3754705774e-01 -3.8329361670e-01 3.3091704534e-10 
90.000 -0.01041 0.02766 -0.00000 -0.00542 -0.00200 0.00000 -9.3251e-05 -1.0799e-04 7.9717e-01 -7.1596e-07 -2.7983e-06 3.8462e-01 0.43905 0.44364 0.48248 0.00384 0.00006 0.00005 1.53304e-01 9.51155e-04 -5.3754699355e-01 -3.8329233347e-01 2.8609473283e-10 
100.000 -0.02209 -0.01976 -0.00000 0.00386 -0.00428 -0.00000 1.3554e-04 2.1803e-05 7.9717e-01 -1.9709e-06 4.6430e-06 3.8462e-01 0.44448 0.43821 0.48248 -0.00320 -0.00001 -0.00008 1.53305e-01 9.51129e-04 -5.3754696291e-01 -3.8329061116e-01 2.8247731170e-10 
110.000 0.02651 -0.01284 -0.00001 0.00252 0.00522 -0.00000 -1.2863e-04 1.0695e-04 7.9718e-01 -8.1826e-06 2.1981e-06 3.8463e-01 0.43755 0.44514 0.48248 0.00238 -0.00006 0.00006 1.53307e-01 9.51186e-04 -5.3754698257e-01 -3.8328883444e-01 3.4928980636e-10 
120.000 0.00157 0.02942 -0.00001 -0.00579 0.00032 0.00000 -2.1987e-05 -1.6266e-04 7.9718e-01 -5.2107e-06 -3.5062e-06 3.8463e-01 0.44559 0.43710 0.48248 -0.00143 0.00008 0.00001 1.53308e-01 9.51240e-04 -5.3754707807e-01 -3.8328820010e-01 2.6644405121e-10 
130.000 -0.02807 -0.00965 0.00000 0.00186 -0.00544 -0.00000 1.2091e-04 8.7155e-05 7.9718e-01 2.1024e-07 1.0588e-06 3.8463e-01 0.43688 0.44581 0.48248 0.00040 -0.00005 -0.00007 1.53307e-01 9.51281e-04 -5.3754720419e-01 -3.8328894271e-01 3.5477870498e-10 
140.000 0.01915 -0.02239 -0.00001 0.00439 0.00379 -0.00000 -1.4755e-04 3.4645e-05 7.9717e-01 -6.2577e-06 4.8708e-06 3.8462e-01 0.44577 0.43691 0.48248 0.00066 -0.00001 0.00007 1.53305e-01 9.51350e-04 -5.3754730534e-01 -3.8329047559e-01 2.1236492171e-10 
150.000 0.01313 0.02641 -0.00001 -0.00517 0.00260 0.00000 6.9509e-05 -1.1713e-04 7.9717e-01 -6.7319e-06 -2.9745e-06 3.8462e-01 0.43719 0.44549 0.48248 -0.00167 0.00006 -0.00005 1.53303e-01 9.51349e-04 -5.3754735819e-01 -3.8329278505e-01 3.5094787320e-10 
