# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.97030 0.00000 -0.00000 -0.00000 0.57448 0.00000 2.4701e-17 -3.6802e-18 4.0000e-01 -1.7205e-21 -1.6941e-21 1.2650e-04 0.00021 0.00028 0.00032 -0.00000 -0.00000 -0.00000 2.52998e-05 2.06406e-31 -1.9293390285e-04 -1.6763406468e-04 6.5225743676e-33 
10.002 -1.09523 2.73330 0.00098 -0.53803 -0.21744 0.00009 9.2046e-04 -1.7168e-03 3.2937e-01 2.9940e-07 -6.7227e-07 1.0403e-04 0.00022 0.00026 0.00032 -0.00003 -0.00000 0.00000 1.71324e-05 9.64539e-04 -1.9309340211e-04 7.8857807988e-04 5.1530113309e-07 
20.000 -2.09450 -2.07540 0.00134 0.40655 -0.41212 -0.00018 -3.3635e-04 -5.4487e-04 3.9768e-01 -2.1313e-07 -3.8806e-07 1.2568e-04 0.00026 0.00023 0.00032 -0.00003 -0.00000 -0.00000 2.49903e-05 9.51419e-04 -1.9306994007e-04 7.8333912350e-04 1.9973759306e-09 
30.000 2.72455 -1.15778 -0.00005 0.22786 0.53054 -0.00013 -2.3344e-03 -8.1038e-04 3.3158e-01 -9.5585e-07 -5.0713e-08 1.0472e-04 0.00027 0.00021 0.00032 -0.00001 0.00000 -0.00000 1.73635e-05 9.51226e-04 -1.9309340234e-04 7.7549620170e-04 2.0172712971e-10 
40.002 0.08564 2.95709 0.00097 -0.57708 0.01338 0.00009 3.8074e-05 -9.7398e-04 3.8848e-01 -1.9087e-07 3.2300e-07 1.2276e-04 0.00026 0.00022 0.00032 0.00003 0.00000 -0.00000 2.38447e-05 9.51323e-04 -1.9307167206e-04 7.8209614044e-04 3.3344158024e-10 
50.002 -2.73625 -1.07019 0.00140 0.21010 -0.54247 -0.00008 9.7603e-04 -9.1661e-05 3.3916e-01 7.8651e-07 4.8649e-08 1.0711e-04 0.00024 0.00024 0.00032 0.00003 0.00000 0.00000 1.81648e-05 9.51394e-04 -1.9309223380e-04 7.7646660092e-04 2.1258780362e-10 
60.002 2.04416 -2.14457 0.00039 0.41768 0.39733 -0.00009 -2.5130e-03 -1.6834e-03 3.7737e-01 -3.5348e-08 -8.0116e-07 1.1923e-04 0.00021 0.00027 0.00032 0.00001 -0.00000 0.00000 2.24985e-05 9.51352e-04 -1.9307524605e-04 7.8077486563e-04 3.3641087406e-10 
70.002 1.23787 2.68715 0.00039 -0.52485 0.24112 0.00021 -1.2957e-03 -1.9039e-03 3.4940e-01 -8.7070e-07 -1.1061e-06 1.1034e-04 0.00021 0.00028 0.00032 -0.00001 -0.00000 -0.00000 1.92783e-05 9.51295e-04 -1.9308972273e-04 7.7748347172e-04 2.4838054217e-10 
80.000 -2.93825 0.12739 0.00173 -0.02290 -0.58042 0.00004 -2.3717e-04 3.9249e-03 3.6447e-01 -9.3646e-07 6.3000e-07 1.1513e-04 0.00024 0.00024 0.00032 -0.00003 -0.00000 -0.00000 2.09827e-05 9.51225e-04 -1.9307902471e-04 7.7912861219e-04 3.3091704534e-10 
90.000 1.04057 -2.76606 0.00018 0.54239 0.19989 -0.00004 7.0411e-04 2.1278e-03 3.6036e-01 -8.6014e-09 1.3881e-06 1.1381e-04 0.00026 0.00022 0.00032 -0.00003 0.00000 -0.00000 2.05078e-05 9.51155e-04 -1.9308689319e-04 7.7857637477e-04 2.8609473283e-10 
