# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.97030 0.00000 0.00000 -0.00000 0.57448 0.00000 2.3521e-18 8.0062e-18 4.0000e-01 2.5411e-21 6.3527e-21 1.0816e-04 0.00022 0.00024 0.00027 -0.00000 0.00000 0.00000 2.16327e-05 5.59294e-31 -1.9678669904e-04 -1.7515404051e-04 7.2075000075e-33 
10.002 -1.09075 2.73428 0.00014 -0.53763 -0.21744 -0.00009 -1.5468e-03 -1.3392e-03 3.7293e-01 -3.1683e-07 -3.3515e-07 1.0072e-04 0.00023 0.00023 0.00027 -0.00001 -0.00000 0.00000 1.87808e-05 9.41020e-04 -1.9697824713e-04 7.6282243501e-04 7.5335256546e-07 
20.000 -2.07167 -2.08370 -0.00010 0.41035 -0.41127 -0.00012 -4.3039e-03 8.5087e-04 3.8949e-01 -1.0980e-06 -7.5216e-08 1.0520e-04 0.00024 0.00022 0.00027 -0.00000 -0.00000 -0.00000 2.04902e-05 9.50622e-04 -1.9697421158e-04 7.7413805603e-04 2.2712476010e-09 
30.000 2.73982 -1.13963 -0.00007 0.22323 0.53034 0.00003 1.8716e-04 3.5824e-03 3.8941e-01 -6.0079e-08 7.0834e-07 1.0518e-04 0.00024 0.00022 0.00027 0.00001 -0.00000 -0.00000 2.04812e-05 9.49889e-04 -1.9697206447e-04 7.7339819456e-04 3.1175104633e-10 
40.002 0.06490 2.95043 0.00034 -0.57877 0.00937 -0.00007 3.9322e-03 1.7363e-04 3.7265e-01 6.5365e-07 1.7748e-07 1.0064e-04 0.00022 0.00024 0.00027 0.00001 0.00000 -0.00000 1.87526e-05 9.49951e-04 -1.9697970329e-04 7.7172367509e-04 2.5516334401e-10 
50.002 -2.72055 -1.10031 -0.00003 0.21706 -0.53995 -0.00002 -7.4333e-04 -3.9954e-03 4.0028e-01 -2.2557e-07 -8.9484e-07 1.0814e-04 0.00022 0.00024 0.00027 -0.00001 0.00000 -0.00000 2.16443e-05 9.49959e-04 -1.9696938227e-04 7.7463410592e-04 3.0051572932e-10 
60.002 2.08379 -2.10321 -0.00010 0.41200 0.40410 0.00005 -1.7970e-03 -1.1474e-03 3.7215e-01 -3.9909e-07 -3.0818e-07 1.0050e-04 0.00024 0.00022 0.00027 -0.00001 -0.00000 0.00000 1.87018e-05 9.49888e-04 -1.9697882853e-04 7.7161145161e-04 2.4320054366e-10 
70.002 1.20930 2.70170 0.00034 -0.52821 0.23230 0.00005 6.4085e-04 2.9830e-04 3.8829e-01 7.7259e-08 1.2043e-07 1.0488e-04 0.00024 0.00022 0.00027 0.00001 0.00000 -0.00000 2.03625e-05 9.49827e-04 -1.9697493233e-04 7.7321460588e-04 2.9641526234e-10 
80.000 -2.93275 0.06228 0.00000 -0.01184 -0.58201 0.00005 -1.1982e-03 -3.7002e-03 3.8842e-01 -4.6318e-07 -7.4668e-07 1.0492e-04 0.00023 0.00023 0.00027 0.00001 0.00000 -0.00000 2.03780e-05 9.49801e-04 -1.9697262083e-04 7.7320609682e-04 2.9941281407e-10 
90.000 1.10060 -2.74142 -0.00026 0.53744 0.21289 0.00007 -5.4644e-03 -1.5796e-03 3.7203e-01 -1.1579e-06 -2.7384e-07 1.0047e-04 0.00022 0.00024 0.00027 -0.00000 0.00000 0.00000 1.86931e-05 9.49754e-04 -1.9698004770e-04 7.7146712446e-04 2.6489075644e-10 
100.000 2.16389 2.03025 0.00028 -0.39520 0.41789 0.00011 -3.1423e-03 4.1949e-03 4.0001e-01 -5.5042e-07 1.1171e-06 1.0806e-04 0.00023 0.00023 0.00027 -0.00001 0.00000 0.00000 2.16160e-05 9.49750e-04 -1.9696904319e-04 7.7439736682e-04 3.2416155834e-10 
110.000 -2.67232 1.21462 -0.00003 -0.23902 -0.53019 -0.00008 8.2719e-04 3.2831e-03 3.7195e-01 2.0867e-07 5.8639e-07 1.0045e-04 0.00024 0.00022 0.00027 -0.00000 -0.00000 0.00000 1.86825e-05 9.49845e-04 -1.9697840476e-04 7.7154899795e-04 2.6246403199e-10 
120.000 -0.05452 -2.94752 -0.00024 0.57877 -0.01383 -0.00004 -5.4265e-05 -8.7466e-04 3.8966e-01 -8.8758e-08 -3.2595e-07 1.0525e-04 0.00023 0.00022 0.00027 0.00001 -0.00000 -0.00000 2.05065e-05 9.49901e-04 -1.9697401092e-04 7.7343306923e-04 3.0681099125e-10 
130.000 2.77986 1.04290 0.00021 -0.20169 0.53837 -0.00003 -5.5568e-04 1.6972e-03 3.8910e-01 -5.8613e-08 4.8330e-07 1.0510e-04 0.00022 0.00024 0.00027 0.00001 0.00000 0.00000 2.04486e-05 9.49928e-04 -1.9697206418e-04 7.7340435729e-04 2.9994594351e-10 
140.000 -1.98257 2.17193 0.00016 -0.42704 -0.39355 -0.00017 1.3638e-03 2.3103e-03 3.7223e-01 3.7775e-07 4.8932e-07 1.0053e-04 0.00022 0.00024 0.00027 -0.00001 -0.00000 0.00000 1.87100e-05 9.49972e-04 -1.9697985570e-04 7.7170222214e-04 2.5790974931e-10 
150.000 -1.20004 -2.68545 -0.00013 0.52865 -0.23983 -0.00005 1.6114e-03 -1.3016e-03 3.9963e-01 1.9735e-07 -6.4266e-07 1.0795e-04 0.00024 0.00022 0.00027 -0.00001 -0.00000 -0.00000 2.15712e-05 9.49922e-04 -1.9696963339e-04 7.7452320554e-04 2.9592288313e-10 
160.000 2.96469 -0.10819 0.00011 0.02241 0.57546 0.00003 -8.2567e-04 -1.0215e-03 3.7159e-01 -4.3010e-07 -1.0454e-07 1.0035e-04 0.00024 0.00022 0.00027 0.00001 0.00000 -0.00000 1.86443e-05 9.49820e-04 -1.9697915870e-04 7.7148470023e-04 2.3533447515e-10 
170.000 -0.97671 2.78249 0.00043 -0.54526 -0.19552 -0.00002 -3.2230e-04 2.3133e-03 3.8870e-01 -2.0223e-07 8.7811e-07 1.0499e-04 0.00022 0.00023 0.00027 0.00001 0.00000 -0.00000 2.04057e-05 9.49749e-04 -1.9697464896e-04 7.7317981869e-04 2.8883907382e-10 
180.000 -2.15418 -1.99370 -0.00030 0.39388 -0.42839 0.00007 1.1124e-03 2.2483e-04 3.8648e-01 4.1863e-07 1.2081e-07 1.0439e-04 0.00022 0.00024 0.00027 -0.00000 0.00000 0.00000 2.01731e-05 9.49695e-04 -1.9697309395e-04 7.7289492491e-04 2.8239863303e-10 
190.000 2.68996 -1.24371 0.00008 0.24325 0.52256 0.00015 7.5568e-04 -9.5800e-04 3.7262e-01 2.7512e-07 -2.5613e-07 1.0063e-04 0.00023 0.00023 0.00027 -0.00001 -0.00000 0.00000 1.87489e-05 9.49653e-04 -1.9697979289e-04 7.7142191073e-04 2.5689796746e-10 
200.000 0.18277 2.95204 0.00032 -0.57632 0.03192 0.00006 3.0479e-04 1.5223e-03 4.0003e-01 4.0078e-08 5.4225e-07 1.0807e-04 0.00024 0.00022 0.00027 -0.00000 0.00000 -0.00000 2.16160e-05 9.49706e-04 -1.9696889136e-04 7.7435308503e-04 3.2165634235e-10 
210.000 -2.76304 -0.98103 -0.00040 0.19480 -0.54884 0.00001 1.7178e-03 2.8135e-05 3.7050e-01 5.3093e-07 1.5133e-07 1.0006e-04 0.00023 0.00022 0.00027 0.00001 0.00000 0.00000 1.85363e-05 9.49853e-04 -1.9697891557e-04 7.7140989931e-04 2.6514392151e-10 
220.000 1.99715 -2.18464 -0.00001 0.42726 0.38722 0.00004 1.8343e-05 -2.5864e-03 3.9046e-01 4.1820e-07 -7.8142e-07 1.0546e-04 0.00022 0.00024 0.00027 0.00001 -0.00000 0.00000 2.05906e-05 9.49953e-04 -1.9697372945e-04 7.7356998386e-04 3.1558430927e-10 
230.000 1.31364 2.65681 0.00020 -0.51715 0.25332 -0.00004 -1.8260e-03 9.2595e-04 3.8736e-01 -4.3555e-07 2.3502e-08 1.0463e-04 0.00022 0.00024 0.00027 -0.00001 -0.00000 -0.00000 2.02649e-05 9.50043e-04 -1.9697277074e-04 7.7333545966e-04 3.1131131987e-10 
240.000 -2.92691 0.19066 -0.00014 -0.03651 -0.58091 -0.00014 3.4423e-04 3.7559e-03 3.7274e-01 -1.3250e-07 7.6745e-07 1.0066e-04 0.00024 0.00022 0.00027 -0.00001 -0.00000 -0.00000 1.87616e-05 9.50116e-04 -1.9697973780e-04 7.7189767474e-04 2.8189201085e-10 
250.000 0.99196 -2.78149 -0.00013 0.54580 0.19025 0.00002 3.7625e-03 2.9376e-05 3.9838e-01 9.3661e-07 7.2682e-08 1.0762e-04 0.00024 0.00022 0.00027 0.00001 0.00000 0.00000 2.14386e-05 9.50048e-04 -1.9696970626e-04 7.7451699686e-04 3.1485202138e-10 
260.000 2.24017 1.94537 0.00037 -0.37803 0.43415 -0.00004 1.5372e-03 -1.3910e-06 3.7031e-01 4.8976e-07 -3.1056e-08 1.0001e-04 0.00023 0.00023 0.00027 0.00001 -0.00000 0.00000 1.85174e-05 9.49938e-04 -1.9697954519e-04 7.7147631143e-04 2.4943572665e-10 
270.000 -2.61889 1.33161 0.00001 -0.26107 -0.51937 -0.00010 1.7185e-03 2.3982e-03 3.9071e-01 2.7936e-07 5.1270e-07 1.0554e-04 0.00022 0.00024 0.00027 -0.00000 -0.00000 -0.00000 2.06180e-05 9.49844e-04 -1.9697378223e-04 7.7348814694e-04 3.0334572238e-10 
280.000 -0.17074 -2.93833 -0.00019 0.57918 -0.03774 0.00007 5.9580e-03 -3.4364e-04 3.8306e-01 1.3176e-06 -1.0300e-07 1.0347e-04 0.00023 0.00023 0.00027 -0.00001 0.00000 -0.00000 1.98207e-05 9.49714e-04 -1.9697419218e-04 7.7256040644e-04 2.7107339035e-10 
290.000 2.81929 0.93156 0.00041 -0.18086 0.54625 0.00000 3.9904e-03 -5.6537e-03 3.7358e-01 1.0453e-06 -1.0896e-06 1.0089e-04 0.00024 0.00022 0.00027 -0.00000 0.00000 0.00000 1.88509e-05 9.49627e-04 -1.9697950499e-04 7.7149816758e-04 2.5186626412e-10 
300.002 -1.89120 2.25810 0.00007 -0.44202 -0.37518 0.00001 -2.4016e-03 -3.2907e-03 3.9956e-01 -4.7584e-07 -6.9556e-07 1.0794e-04 0.00024 0.00022 0.00027 0.00001 0.00000 0.00000 2.15656e-05 9.49668e-04 -1.9696884683e-04 7.7426494101e-04 3.1597289490e-10 
310.002 -1.30770 -2.62740 -0.00026 0.52004 -0.26134 0.00007 -1.7610e-03 6.7666e-04 3.6884e-01 -2.3145e-07 2.9645e-08 9.9606e-05 0.00022 0.00024 0.00027 0.00001 -0.00000 0.00000 1.83693e-05 9.49778e-04 -1.9697961123e-04 7.7116767442e-04 2.5190037588e-10 
320.002 2.96144 -0.22333 0.00027 0.04421 0.57310 0.00011 2.7098e-03 -2.7128e-04 3.9222e-01 6.8383e-07 -1.2376e-07 1.0595e-04 0.00022 0.00024 0.00027 -0.00001 -0.00000 0.00000 2.07789e-05 9.49869e-04 -1.9697276431e-04 7.7367525029e-04 3.0201706429e-10 
330.002 -0.86093 2.82530 0.00010 -0.55177 -0.17203 -0.00000 -7.1995e-04 -1.2718e-03 3.8349e-01 -9.0004e-08 -1.3857e-07 1.0358e-04 0.00024 0.00022 0.00027 -0.00001 0.00000 0.00000 1.98607e-05 9.50005e-04 -1.9697396187e-04 7.7289183759e-04 2.9857466204e-10 
340.002 -2.23702 -1.89351 -0.00037 0.37587 -0.44494 -0.00004 -1.5431e-03 2.2336e-03 3.7489e-01 -1.9946e-07 4.2147e-07 1.0125e-04 0.00024 0.00022 0.00027 0.00001 -0.00000 0.00000 1.89788e-05 9.50103e-04 -1.9697916876e-04 7.7210251586e-04 2.8820033449e-10 
350.002 2.64370 -1.34247 0.00016 0.26386 0.51153 0.00003 4.0106e-03 3.2104e-03 3.9584e-01 1.1766e-06 5.1002e-07 1.0693e-04 0.00023 0.00023 0.00027 0.00001 -0.00000 0.00000 2.11663e-05 9.50041e-04 -1.9697034448e-04 7.7423659959e-04 3.0804206894e-10 
360.002 0.30620 2.94568 0.00015 -0.57377 0.05669 -0.00016 5.2263e-03 -1.4747e-03 3.6795e-01 1.0545e-06 -4.6890e-07 9.9365e-05 0.00022 0.00024 0.00027 0.00000 -0.00000 -0.00000 1.82836e-05 9.49949e-04 -1.9698054294e-04 7.7125237584e-04 2.4498772730e-10 
370.002 -2.80447 -0.85240 -0.00015 0.17007 -0.55705 -0.00010 -6.8634e-05 -3.5169e-03 3.9427e-01 -2.1327e-07 -8.7323e-07 1.0650e-04 0.00023 0.00023 0.00027 -0.00001 -0.00000 -0.00000 2.09968e-05 9.49833e-04 -1.9697214393e-04 7.7385810421e-04 3.1053320764e-10 
380.002 1.91119 -2.25256 0.00004 0.44413 0.37026 -0.00000 -2.5245e-04 -1.1286e-03 3.7814e-01 -1.5048e-08 -1.8163e-07 1.0213e-04 0.00024 0.00022 0.00027 -0.00001 0.00000 0.00000 1.93101e-05 9.49661e-04 -1.9697579581e-04 7.7199510236e-04 2.5214450744e-10 
390.002 1.42435 2.60517 0.00037 -0.50593 0.27404 -0.00004 1.6445e-03 -4.6596e-04 3.7635e-01 4.4003e-07 -1.2530e-07 1.0165e-04 0.00024 0.00022 0.00027 0.00001 -0.00000 0.00000 1.91274e-05 9.49570e-04 -1.9697843913e-04 7.7171916936e-04 2.5331681494e-10 
400.002 -2.91665 0.32719 -0.00003 -0.06244 -0.57858 0.00002 -9.3117e-04 -2.5323e-03 3.9716e-01 -4.9685e-07 -5.9533e-07 1.0729e-04 0.00022 0.00024 0.00027 0.00001 0.00000 -0.00000 2.13063e-05 9.49607e-04 -1.9696912353e-04 7.7394458721e-04 3.0370164695e-10 
410.002 0.87461 -2.80955 -0.00015 0.55552 0.16898 0.00012 -2.5305e-03 -4.0894e-04 3.6782e-01 -6.2382e-07 1.0637e-07 9.9329e-05 0.00022 0.00024 0.00027 -0.00001 0.00000 -0.00000 1.82683e-05 9.49693e-04 -1.9698027886e-04 7.7098075942e-04 2.3975238927e-10 
420.002 2.31920 1.86196 0.00042 -0.36006 0.44720 0.00011 5.0414e-05 1.6930e-03 3.9471e-01 3.4310e-07 6.9114e-07 1.0662e-04 0.00023 0.00022 0.00027 -0.00001 0.00000 0.00000 2.10419e-05 9.49797e-04 -1.9697164874e-04 7.7386765309e-04 2.9026511651e-10 
430.002 -2.55750 1.45453 -0.00017 -0.28347 -0.50652 0.00004 2.9968e-04 -3.3681e-05 3.7677e-01 2.0904e-07 -2.2770e-07 1.0176e-04 0.00024 0.00022 0.00027 0.00000 -0.00000 0.00000 1.91698e-05 9.49975e-04 -1.9697654086e-04 7.7216826369e-04 2.7856709850e-10 
440.002 -0.30370 -2.91923 -0.00017 0.57836 -0.06226 0.00006 -1.9238e-03 -1.6155e-03 3.7991e-01 -5.0944e-07 -6.2131e-07 1.0261e-04 0.00023 0.00023 0.00027 0.00001 -0.00000 -0.00000 1.94920e-05 9.50099e-04 -1.9697767433e-04 7.7261385085e-04 3.0632158563e-10 
450.002 2.85368 0.83144 0.00016 -0.15868 0.55184 0.00003 -1.1369e-03 1.1616e-03 3.9156e-01 -3.1912e-07 3.1827e-07 1.0577e-04 0.00022 0.00024 0.00027 0.00000 0.00000 -0.00000 2.07088e-05 9.50081e-04 -1.9697142880e-04 7.7381817823e-04 3.0987371064e-10 
