# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
0.000 2.07921 0.00000 0.00000 0.00000 0.68664 0.00000 4.3070e-18 1.9606e-18 5.0000e-01 -8.4703e-21 -1.0588e-21 1.4508e-04 0.00020 0.00027 0.00029 0.00000 -0.00000 -0.00000 3.62697e-05 6.76333e-31 -1.9466027509e-04 -1.5839061187e-04 8.6287963841e-33 
10.002 -1.96664 -0.51734 -0.00501 0.18093 -0.68724 0.00067 3.2130e-04 -1.1250e-03 1.8788e-01 3.0070e-08 -3.8246e-07 5.4469e-05 0.00021 0.00026 0.00029 -0.00003 -0.00000 -0.00000 5.11702e-06 9.08923e-04 -1.9483842456e-04 7.1920137107e-04 4.7380058581e-07 
20.000 1.87329 0.94302 0.00073 -0.31045 0.60769 -0.00156 -1.6749e-03 5.3971e-03 4.4076e-01 -9.4901e-07 1.7311e-06 1.2786e-04 0.00020 0.00027 0.00029 -0.00001 0.00000 -0.00000 2.81831e-05 9.28174e-04 -1.9480512691e-04 7.6155159759e-04 2.5092480715e-09 
30.000 -1.38014 -1.45131 -0.00192 0.51129 -0.50737 0.00168 1.1818e-03 -3.5772e-03 2.8011e-01 6.4572e-07 -3.5238e-07 8.1223e-05 0.00026 0.00021 0.00029 -0.00003 0.00000 0.00000 1.13766e-05 9.27876e-04 -1.9482386507e-04 7.4442876165e-04 1.0783043745e-09 
40.002 1.28817 1.68349 -0.00339 -0.55023 0.39374 -0.00103 4.2100e-04 1.5605e-03 3.3599e-01 -2.8746e-07 -1.1423e-07 9.7415e-05 0.00022 0.00024 0.00029 -0.00004 -0.00000 -0.00000 1.63649e-05 9.27806e-04 -1.9482523928e-04 7.4934541079e-04 6.8600307834e-10 
50.002 -0.52145 -1.94816 -0.00260 0.68255 -0.19751 0.00101 6.5354e-04 5.2645e-03 3.9235e-01 -9.6554e-08 1.6633e-06 1.1385e-04 0.00027 0.00020 0.00029 -0.00001 0.00000 -0.00000 2.23380e-05 9.28195e-04 -1.9479797235e-04 7.5573528756e-04 1.0737908266e-09 
60.002 0.24797 2.08939 -0.00180 -0.68016 0.06857 -0.00125 3.9266e-03 -5.4393e-03 2.5447e-01 1.1087e-06 -1.1794e-06 7.3783e-05 0.00027 0.00020 0.00029 -0.00001 -0.00000 -0.00000 9.39317e-06 9.27900e-04 -1.9483350791e-04 7.4245950818e-04 7.4157412338e-10 
70.002 0.47709 -1.95864 0.00015 0.69324 0.15753 0.00148 -1.3128e-03 -4.8648e-03 4.5489e-01 -7.2195e-08 -9.1491e-07 1.3203e-04 0.00027 0.00020 0.00029 0.00001 0.00000 0.00000 3.00316e-05 9.28162e-04 -1.9478762215e-04 7.6340639971e-04 1.3051189288e-09 
80.000 -0.81723 1.92122 -0.00540 -0.63057 -0.28118 -0.00063 -9.6805e-03 3.7571e-03 2.2837e-01 -2.2136e-06 4.3109e-07 6.6210e-05 0.00024 0.00023 0.00029 0.00004 -0.00000 -0.00000 7.57176e-06 9.27290e-04 -1.9483580794e-04 7.4002548242e-04 9.1937800764e-10 
90.000 1.35648 -1.56315 0.00015 0.52922 0.44395 -0.00034 6.9362e-03 6.0990e-03 4.3225e-01 1.4642e-06 2.1138e-06 1.2537e-04 0.00026 0.00020 0.00029 0.00002 0.00000 -0.00000 2.71081e-05 9.28271e-04 -1.9480734646e-04 7.6057171427e-04 1.6678790761e-09 
100.000 -1.63690 1.18966 -0.00353 -0.41960 -0.57547 0.00048 8.9850e-03 -3.5993e-03 2.8872e-01 2.2403e-06 -8.3543e-07 8.3727e-05 0.00020 0.00027 0.00029 0.00001 0.00000 0.00000 1.20982e-05 9.27790e-04 -1.9482736362e-04 7.4506114856e-04 8.7772047386e-10 
110.000 1.94163 -0.78832 -0.00054 0.25427 0.63470 0.00014 -5.5301e-03 -1.4150e-03 3.3986e-01 -1.2876e-06 -2.9901e-07 9.8530e-05 0.00024 0.00023 0.00029 0.00004 0.00000 0.00000 1.67467e-05 9.28045e-04 -1.9483215406e-04 7.4995986884e-04 6.9401192350e-10 
120.000 -1.97944 0.22254 -0.00436 -0.07774 -0.71893 0.00057 -6.6942e-03 -2.3128e-03 3.7795e-01 -1.1027e-06 -7.0129e-07 1.0965e-04 0.00020 0.00027 0.00029 -0.00002 -0.00000 0.00000 2.07255e-05 9.27416e-04 -1.9480449650e-04 7.5333733265e-04 7.6006721442e-10 
130.000 2.11857 0.28709 0.00039 -0.08685 0.66594 -0.00143 1.0258e-03 1.8577e-03 2.7836e-01 -5.0742e-07 5.6697e-07 8.0682e-05 0.00020 0.00027 0.00029 0.00001 0.00000 -0.00000 1.12296e-05 9.27908e-04 -1.9483473305e-04 7.4430241257e-04 6.4609377861e-10 
140.000 -1.80673 -0.76944 -0.00215 0.28435 -0.67545 0.00124 -1.2506e-03 6.2418e-03 4.1754e-01 4.7556e-08 2.3132e-06 1.2116e-04 0.00021 0.00026 0.00029 -0.00003 0.00000 0.00000 2.53026e-05 9.28091e-04 -1.9479205732e-04 7.5860112103e-04 7.5984155971e-10 
150.000 1.75457 1.22522 -0.00333 -0.39059 0.54538 -0.00060 1.5605e-03 -1.4367e-03 2.6177e-01 6.8788e-07 -3.2694e-07 7.5895e-05 0.00023 0.00023 0.00029 -0.00004 0.00000 0.00000 9.93416e-06 9.27744e-04 -1.9483156037e-04 7.4284698305e-04 5.1880609916e-10 
160.000 -1.24368 -1.56055 -0.00208 0.56239 -0.44724 0.00092 6.5466e-03 -7.3244e-03 4.1766e-01 1.9038e-06 -2.1782e-06 1.2119e-04 0.00022 0.00025 0.00029 -0.00003 -0.00000 0.00000 2.53222e-05 9.28099e-04 -1.9480379711e-04 7.5861730204e-04 1.1602962613e-09 
170.000 0.87053 1.91613 -0.00196 -0.62127 0.28318 -0.00078 -7.7096e-03 1.0792e-04 3.0248e-01 -2.2263e-06 -5.3231e-07 8.7698e-05 0.00027 0.00020 0.00029 0.00000 -0.00000 -0.00000 1.32718e-05 9.27893e-04 -1.9482719244e-04 7.4633707164e-04 6.4725475116e-10 
180.000 -0.33576 -1.99749 -0.00068 0.69990 -0.11903 0.00111 -2.7734e-03 5.3188e-03 3.2847e-01 -4.2616e-07 1.9759e-06 9.5220e-05 0.00024 0.00023 0.00029 -0.00004 0.00000 0.00000 1.56445e-05 9.27994e-04 -1.9483430125e-04 7.4880372601e-04 6.9811007043e-10 
190.000 -0.10159 2.05607 -0.00495 -0.69622 -0.04389 -0.00053 8.1135e-03 2.0346e-03 4.0070e-01 2.4487e-06 5.0769e-07 1.1625e-04 0.00025 0.00022 0.00029 0.00003 -0.00000 0.00000 2.33004e-05 9.27466e-04 -1.9480498788e-04 7.5596130052e-04 1.0837705541e-09 
200.000 0.73167 -1.97254 -0.00055 0.64434 0.22484 -0.00065 -2.0003e-03 -4.5047e-04 2.4194e-01 -5.5573e-07 5.3612e-09 7.0129e-05 0.00027 0.00020 0.00029 -0.00000 0.00000 -0.00000 8.48396e-06 9.28067e-04 -1.9484421717e-04 7.4170685020e-04 9.1968853618e-10 
210.000 -1.00531 1.73169 -0.00240 -0.61501 -0.36871 0.00051 1.6538e-03 1.6135e-03 4.5534e-01 6.3763e-07 2.5740e-07 1.3218e-04 0.00024 0.00022 0.00029 0.00004 -0.00000 0.00000 3.00939e-05 9.28002e-04 -1.9478382283e-04 7.6331227032e-04 1.2183074219e-09 
220.000 1.62418 -1.34837 -0.00088 0.44513 0.51442 0.00017 -1.1849e-03 -7.8055e-04 2.4702e-01 -2.8409e-07 -1.5528e-07 7.1621e-05 0.00023 0.00024 0.00029 0.00004 0.00000 0.00000 8.84604e-06 9.27960e-04 -1.9483318520e-04 7.4197324441e-04 8.0435791724e-10 
230.000 -1.69965 1.05073 -0.00360 -0.36196 -0.62315 0.00024 -4.4877e-03 -1.5145e-03 4.0377e-01 -9.8022e-07 -9.1461e-07 1.1715e-04 0.00023 0.00024 0.00029 0.00004 -0.00000 0.00000 2.36547e-05 9.27374e-04 -1.9480263568e-04 7.5622631573e-04 7.9437857495e-10 
240.000 2.09721 -0.35702 -0.00074 0.13645 0.66092 -0.00138 5.6596e-04 3.2333e-03 3.1972e-01 -5.4063e-07 8.8373e-07 9.2712e-05 0.00020 0.00027 0.00029 -0.00000 0.00000 -0.00000 1.48223e-05 9.27952e-04 -1.9482020143e-04 7.4795455203e-04 6.1902460516e-10 
250.000 -1.99148 0.09550 -0.00181 -0.01932 -0.72326 0.00109 4.6890e-04 4.0552e-03 3.0375e-01 7.3339e-07 1.0406e-06 8.8072e-05 0.00021 0.00026 0.00029 0.00003 -0.00000 0.00000 1.33783e-05 9.27896e-04 -1.9482839701e-04 7.4644617310e-04 9.6625299858e-10 
